Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "622b41072d0eb62bcdabe1d9","622b37e62d0eb62bcdabc733","2022-03-11T12:31:03.496+0000","Sedimentologist: WHAT'S UP TEAM COMMS CHECK 15:30","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "622b410b2d0eb62bcdabe249","622b37e62d0eb62bcdabc733","2022-03-11T12:31:07.007+0000","WHAT'S UP TEAM COMMS CHECK 15:30","con1","geo3","geo3","America/Chicago"
MessageDTO, "622b410c2d0eb62bcdabe26c","622b37e62d0eb62bcdabc733","2022-03-11T12:31:08.106+0000","Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "622b410d2d0eb62bcdabe2a2","622b37e62d0eb62bcdabc733","2022-03-11T12:31:09.893+0000","WHAT'S UP TEAM COMMS CHECK 15:30","con2","geo3","geo3","America/Chicago"
MessageDTO, "622b410f2d0eb62bcdabe2d2","622b37e62d0eb62bcdabc733","2022-03-11T12:31:11.096+0000","Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "622b41132d0eb62bcdabe369","622b37e62d0eb62bcdabc733","2022-03-11T12:31:15.650+0000","Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "622b41172d0eb62bcdabe3e6","622b37e62d0eb62bcdabc733","2022-03-11T12:31:19.915+0000","Sedimentologist: WE ARE LITERALLY OUT HERE","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "622b411a2d0eb62bcdabe43a","622b37e62d0eb62bcdabc733","2022-03-11T12:31:22.549+0000","WE ARE LITERALLY OUT HERE","con1","geo3","geo3","America/Chicago"
MessageDTO, "622b411c2d0eb62bcdabe46e","622b37e62d0eb62bcdabc733","2022-03-11T12:31:24.390+0000","Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "622b41342d0eb62bcdabe757","622b37e62d0eb62bcdabc733","2022-03-11T12:31:48.894+0000","Materials Specialist: Hello everyone, SIRIUS team from Moscow are ready to rock .. we are waiting you","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "622b41382d0eb62bcdabe7bf","622b37e62d0eb62bcdabc733","2022-03-11T12:31:52.145+0000","Hi, we started","eng2","eng1","eng1","America/Chicago"
MessageDTO, "622b415c2d0eb62bcdabec58","622b37e62d0eb62bcdabc733","2022-03-11T12:32:28.628+0000","Hi, we started","eng3","eng1","eng1","America/Chicago"
