Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "6217790a2d0e06c71ba99f39","6217736f2d0e06c71ba99e76","2022-02-24T12:24:42.098+0000","Sedimentologist: WHERE WE DROPPIN BOIZ","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "621779142d0e06c71ba99f64","6217736f2d0e06c71ba99e76","2022-02-24T12:24:52.478+0000","WHERE WE DROPPIN","con1","geo3","geo3","America/Chicago"
MessageDTO, "621779292d0e06c71ba99ff6","6217736f2d0e06c71ba99e76","2022-02-24T12:25:13.205+0000","15:25 COMMS CHECK","con1","geo3","geo3","America/Chicago"
MessageDTO, "621779342d0e06c71ba9a052","6217736f2d0e06c71ba99e76","2022-02-24T12:25:24.195+0000","Sedimentologist: 15:25 COMMS CHECK LETSGOOOO","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "621779432d0e06c71ba9a0c6","6217736f2d0e06c71ba99e76","2022-02-24T12:25:39.662+0000","LET'S GET DOWN TO BUSINESS TO DEFEAT THE HUNS","con1","geo3","geo3","America/Chicago"
MessageDTO, "621779562d0e06c71ba9a177","6217736f2d0e06c71ba99e76","2022-02-24T12:25:58.210+0000","Martian Huns*","con1","geo3","geo3","America/Chicago"
MessageDTO, "6217796e2d0e06c71ba9a2ba","6217736f2d0e06c71ba99e76","2022-02-24T12:26:22.853+0000","Sedimentologist: WE COMIN' IN HOT INTO MARS GET READY FOR ORBITAL DROP","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "621779df2d0e06c71ba9a90f","6217736f2d0e06c71ba99e76","2022-02-24T12:28:15.982+0000","Martian Meteorology Specialist: Hey!!! Checking in from Moscow!   Let us know when you're there. ","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "621779f32d0e06c71ba9aa7a","6217736f2d0e06c71ba99e76","2022-02-24T12:28:35.786+0000","Martian Meteorology Specialist: Hello hello! Greetings from Moscow! Let us know when you're ready! :)","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "62177a1b2d0e06c71ba9ad12","6217736f2d0e06c71ba99e76","2022-02-24T12:29:15.171+0000","Martian Meteorology Specialist: Hello! Moscow team is here, let us know when you're ready! :)\n","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "62177a3e2d0e06c71ba9af60","6217736f2d0e06c71ba99e76","2022-02-24T12:29:50.431+0000","Martian Meteorology Specialist: Hello hello! Greetings from Moscow! Let us know when you're there :)","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "62177a562d0e06c71ba9b12c","6217736f2d0e06c71ba99e76","2022-02-24T12:30:14.327+0000","Sedimentologist: ??????????????????????","teamvc","teamGeo","geo3","America/Chicago"
MessageDTO, "62177a7f2d0e06c71ba9b40f","6217736f2d0e06c71ba99e76","2022-02-24T12:30:55.970+0000","15:30 WHAT'S UP BIG DRILL! WE READY TO GO TO MARS TODAY?","con2","geo3","geo3","America/Chicago"
MessageDTO, "62177a802d0e06c71ba9b414","6217736f2d0e06c71ba99e76","2022-02-24T12:30:56.321+0000","Structural Geologist: 6:30 COMMS CHECK RECEIVED LETS DROP TILTED YEEAAAAA!!!!!!!!","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "62177ae92d0e06c71ba9bb56","6217736f2d0e06c71ba99e76","2022-02-24T12:32:41.921+0000","Sedimentologist: ???? ?????, ?????????? ???????","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177b012d0e06c71ba9bd5c","6217736f2d0e06c71ba99e76","2022-02-24T12:33:05.786+0000","Sedimentologist: Alright, let's get ready to GO","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177b252d0e06c71ba9c060","6217736f2d0e06c71ba99e76","2022-02-24T12:33:41.276+0000","Hydrogeologist: ?????","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "62177b442d0e06c71ba9c323","6217736f2d0e06c71ba99e76","2022-02-24T12:34:12.545+0000","Materials Specialist: Hello everyone, This Material specialist form Moscow, Russia","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "62177b4b2d0e06c71ba9c3be","6217736f2d0e06c71ba99e76","2022-02-24T12:34:19.551+0000","Sedimentologist: OH YEAH","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177b722d0e06c71ba9c755","6217736f2d0e06c71ba99e76","2022-02-24T12:34:58.560+0000","Hydrogeologist: ?????","teamvc","teamGeo","geo1","America/Chicago"
MessageDTO, "62177b912d0e06c71ba9ca5e","6217736f2d0e06c71ba99e76","2022-02-24T12:35:29.823+0000","Hydrogeologist: ?????? ?? ?????????? ? ??","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "62177baa2d0e06c71ba9cce0","6217736f2d0e06c71ba99e76","2022-02-24T12:35:54.594+0000","Hydrogeologist: ?????? ?? ?????????? ? ??\n","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "62177baf2d0e06c71ba9cd71","6217736f2d0e06c71ba99e76","2022-02-24T12:35:59.984+0000","Martian Meteorology Specialist: ????? ???????","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "62177bb72d0e06c71ba9ce22","6217736f2d0e06c71ba99e76","2022-02-24T12:36:07.588+0000","Sedimentologist: ??????? ??","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177bbb2d0e06c71ba9ce99","6217736f2d0e06c71ba99e76","2022-02-24T12:36:11.606+0000","Hydrogeologist: ?? ??? ??????","teamvc","teamGeo","geo1","America/Chicago"
MessageDTO, "62177bc62d0e06c71ba9cfd0","6217736f2d0e06c71ba99e76","2022-02-24T12:36:22.500+0000","Sedimentologist: ALRIGHT THIS IS A RUSSIAN CHAT NOW WHAT'S UP","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177bd02d0e06c71ba9d115","6217736f2d0e06c71ba99e76","2022-02-24T12:36:32.767+0000","Hello everyone, SIRIUS team is ready form RUSSIA","geo1","con3","con3","America/Chicago"
MessageDTO, "62177c1c2d0e06c71ba9d9b3","6217736f2d0e06c71ba99e76","2022-02-24T12:37:48.418+0000","Hi Vika","geo1","con3","con3","America/Chicago"
MessageDTO, "62177c412d0e06c71ba9e022","6217736f2d0e06c71ba99e76","2022-02-24T12:38:25.696+0000","Structural Geologist: 6:38 HEELLLLLOOOOO WE JUST WAITIN ON ONE","teamvc","teamGeo","geo2","America/Chicago"
MessageDTO, "62177c4b2d0e06c71ba9e1d3","6217736f2d0e06c71ba99e76","2022-02-24T12:38:35.386+0000","Operations Specialist: hello! ","teamConstr","teamConstr","con1","America/Chicago"
MessageDTO, "62177c682d0e06c71ba9e70b","6217736f2d0e06c71ba99e76","2022-02-24T12:39:04.395+0000","Operations Specialist: Hello! we are ready to go ","teamvc","teamConstr","con1","America/Chicago"
MessageDTO, "62177c912d0e06c71ba9ee5d","6217736f2d0e06c71ba99e76","2022-02-24T12:39:45.810+0000","hello we are finally here (6:39)\n","geo3","con1","con1","America/Chicago"
MessageDTO, "62177ca22d0e06c71ba9f156","6217736f2d0e06c71ba99e76","2022-02-24T12:40:02.095+0000","?????? ??????!\n","con3","geo1","geo1","America/Chicago"
MessageDTO, "62177cac2d0e06c71ba9f340","6217736f2d0e06c71ba99e76","2022-02-24T12:40:12.073+0000","??? ?????","con3","geo1","geo1","America/Chicago"
MessageDTO, "62177cbb2d0e06c71ba9f60b","6217736f2d0e06c71ba99e76","2022-02-24T12:40:27.436+0000","YESSSIR we are missing some people tho, will start now","geo3","con2","con2","America/Chicago"
MessageDTO, "62177cf62d0e06c71baa035f","6217736f2d0e06c71ba99e76","2022-02-24T12:41:26.607+0000","Drilling Specialist: not signing off now, just getting it ready","teamvc","teamConstr","con2","America/Chicago"
MessageDTO, "62177d322d0e06c71baa11f7","6217736f2d0e06c71ba99e76","2022-02-24T12:42:26.150+0000","Sedimentologist: WOOOOORD","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177d3e2d0e06c71baa14f3","6217736f2d0e06c71ba99e76","2022-02-24T12:42:38.597+0000","Martian Meteorology Specialist: Awesomesauce! We would like to suggest (7,12)!","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "62177d3e2d0e06c71baa14fc","6217736f2d0e06c71ba99e76","2022-02-24T12:42:38.760+0000","Sedimentologist: (07, 12) - (+++--) OK, 219698.42 Available, ?109,849.21? After Loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177d422d0e06c71baa15ce","6217736f2d0e06c71ba99e76","2022-02-24T12:42:42.214+0000","Martian Meteorology Specialist: We would like to suggest (7,12)!","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "62177d472d0e06c71baa1723","6217736f2d0e06c71ba99e76","2022-02-24T12:42:47.426+0000","Sedimentologist: 07, 12 lookin' aight FYI","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "62177d4c2d0e06c71baa1873","6217736f2d0e06c71ba99e76","2022-02-24T12:42:52.454+0000","(07, 12) - (+++--) OK, 219698.42 Available, ?109,849.21? After Loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "62177d4f2d0e06c71baa194f","6217736f2d0e06c71ba99e76","2022-02-24T12:42:55.826+0000","Martian Meteorology Specialist: We would like to suggest (7,12)!","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "62177d532d0e06c71baa1a3d","6217736f2d0e06c71ba99e76","2022-02-24T12:42:59.658+0000","Hydrogeologist: FYYYYYY","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "62177d562d0e06c71baa1af1","6217736f2d0e06c71ba99e76","2022-02-24T12:43:02.352+0000","(07, 12) lookin' like a decent starting point to check out","con1","geo3","geo3","America/Chicago"
MessageDTO, "62177d7e2d0e06c71baa2536","6217736f2d0e06c71ba99e76","2022-02-24T12:43:42.529+0000","???? .. ????????","geo1","con3","con3","America/Chicago"
MessageDTO, "62177d942d0e06c71baa2aee","6217736f2d0e06c71ba99e76","2022-02-24T12:44:04.001+0000","Martian Meteorology Specialist: Awesomesauceeeee!  In the meantime, we suggest (7,12) as a possible location!","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "62177da02d0e06c71baa2e2e","6217736f2d0e06c71ba99e76","2022-02-24T12:44:16.293+0000","??????","geo1","con3","con3","America/Chicago"
MessageDTO, "62177daa2d0e06c71baa30d3","6217736f2d0e06c71ba99e76","2022-02-24T12:44:26.497+0000","Good","geo1","con3","con3","America/Chicago"
MessageDTO, "62177db22d0e06c71baa32dd","6217736f2d0e06c71ba99e76","2022-02-24T12:44:34.892+0000","WE OUT HERE LESSGO","con2","geo3","geo3","America/Chicago"
