Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "61dd770b2d0ec7f3e885119e","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:24:43.191+0000","Sedimentologist: 15:24 Mic Check we out here.","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "61dd77762d0ec7f3e8851581","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:26:30.369+0000","15:25 Mic check - we are here LIVE in Moscow, Russia from the NEK facility. What is going on Operations Spesh?","con1","geo3","geo3","America/Chicago"
MessageDTO, "61dd77942d0ec7f3e88517ec","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:27:00.259+0000","15:26 Comms check - what's up Big Drill?","con2","geo3","geo3","America/Chicago"
MessageDTO, "61dd77b42d0ec7f3e8851b10","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:27:32.449+0000","Hi, we started","eng2","eng1","eng1","America/Chicago"
MessageDTO, "61dd77b92d0ec7f3e8851b81","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:27:37.650+0000","Hi, we started","eng3","eng1","eng1","America/Chicago"
MessageDTO, "61dd77c02d0ec7f3e8851c19","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:27:44.132+0000","Biochemical Engineer: Hi, we started","teamEng","teamEng","eng1","America/Chicago"
MessageDTO, "61dd77ef2d0ec7f3e8852031","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:28:31.045+0000","Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "61dd78172d0ec7f3e885241b","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:29:11.372+0000","Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "61dd781d2d0ec7f3e88524b1","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:29:17.795+0000","Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "61dd78262d0ec7f3e8852593","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:29:26.675+0000","Martian Meteorology Specialist: Hello! The Moscow team is ready to go whenever you are! ","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "61dd788c2d0ec7f3e8852f1f","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:31:08.466+0000","Sedimentologist: (29, 33) - OK, 292825.41 Available, ?108,345.4017? after loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "61dd78902d0ec7f3e8852f8a","61dd728b2d0ec7f3e8850ff7","2022-01-11T12:31:12.164+0000","(29, 33) - OK, 292825.41 Available, ?108,345.4017? after loss","con1","geo3","geo3","America/Chicago"
