Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "6193a2422d0e65d354471351","6193a1972d0e65d35446ff28","2021-11-16T12:21:22.786+0000","If you need anything, I'm next to you","vc1","con3","con3","America/Chicago"
MessageDTO, "6193a3d72d0e65d354474010","6193a1972d0e65d35446ff28","2021-11-16T12:28:07.564+0000","Hi","eng3","eng1","eng1","America/Chicago"
MessageDTO, "6193a3de2d0e65d3544740de","6193a1972d0e65d35446ff28","2021-11-16T12:28:14.657+0000","Sedimentologist: Comms check - anyone from MAG home?","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6193a3e92d0e65d354474211","6193a1972d0e65d35446ff28","2021-11-16T12:28:25.545+0000","Drilling Specialist: hello","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "6193a3ef2d0e65d3544742c9","6193a1972d0e65d35446ff28","2021-11-16T12:28:31.226+0000","Comms check - anyone from MAG home?","con1","geo3","geo3","America/Chicago"
MessageDTO, "6193a3fe2d0e65d35447446c","6193a1972d0e65d35446ff28","2021-11-16T12:28:46.518+0000","yep","con3","geo1","geo1","America/Chicago"
MessageDTO, "6193a4042d0e65d354474509","6193a1972d0e65d35446ff28","2021-11-16T12:28:52.231+0000","Drilling Specialist: what about 32\\15?","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "6193a4092d0e65d35447459a","6193a1972d0e65d35446ff28","2021-11-16T12:28:57.314+0000","Martian Meteorology Specialist: Martian Meteorlogy Specialist reporting for duty.  It is 15:28 local Moscow time. \n","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "6193a4112d0e65d354474686","6193a1972d0e65d35446ff28","2021-11-16T12:29:05.756+0000","I know)","vc1","geo1","geo1","America/Chicago"
MessageDTO, "6193a4342d0e65d354474a49","6193a1972d0e65d35446ff28","2021-11-16T12:29:40.213+0000","Hydrogeologist: Victoria is here!\n","teamvc","teamGeo","geo1","America/Chicago"
MessageDTO, "6193a43f2d0e65d354474b84","6193a1972d0e65d35446ff28","2021-11-16T12:29:51.318+0000","hey","eng1","geo1","geo1","America/Chicago"
MessageDTO, "6193a44f2d0e65d354474d44","6193a1972d0e65d35446ff28","2021-11-16T12:30:07.305+0000","pepeeepe popo","geo3","geo1","geo1","America/Chicago"
MessageDTO, "6193a4612d0e65d354474f4b","6193a1972d0e65d35446ff28","2021-11-16T12:30:25.516+0000","??????? ?????\n","geo1","geo3","geo3","America/Chicago"
MessageDTO, "6193a46a2d0e65d35447502c","6193a1972d0e65d35446ff28","2021-11-16T12:30:34.035+0000","Hydrogeologist: 32 15?\n","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "6193a47b2d0e65d35447520c","6193a1972d0e65d35446ff28","2021-11-16T12:30:51.195+0000","Hydrogeologist: what do you think?","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "6193a4892d0e65d3544753a5","6193a1972d0e65d35446ff28","2021-11-16T12:31:05.867+0000","Materials Specialist:  I will check it now","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "6193a48b2d0e65d3544753d6","6193a1972d0e65d35446ff28","2021-11-16T12:31:07.474+0000","aga","geo3","geo1","geo1","America/Chicago"
MessageDTO, "6193a49b2d0e65d35447558e","6193a1972d0e65d35446ff28","2021-11-16T12:31:23.150+0000","Hi, i suggest to consider point 32,15\n","eng2","eng1","eng1","America/Chicago"
MessageDTO, "6193a4ac2d0e65d3544757b5","6193a1972d0e65d35446ff28","2021-11-16T12:31:40.857+0000","Hi, i suggest to consider point 32,15","eng3","eng1","eng1","America/Chicago"
MessageDTO, "6193a4ba2d0e65d35447593c","6193a1972d0e65d35446ff28","2021-11-16T12:31:54.312+0000","Hi, i suggest to consider point 32,15","geo2","eng1","eng1","America/Chicago"
MessageDTO, "6193a4cc2d0e65d354475b3a","6193a1972d0e65d35446ff28","2021-11-16T12:32:12.637+0000","Hi, i suggest to consider point 32,15","con1","eng1","eng1","America/Chicago"
MessageDTO, "6193a4e32d0e65d354475db8","6193a1972d0e65d35446ff28","2021-11-16T12:32:35.773+0000","Hi, i suggest to consider point 32,15","vc3","eng1","eng1","America/Chicago"
MessageDTO, "6193a4f72d0e65d354475fdc","6193a1972d0e65d35446ff28","2021-11-16T12:32:55.010+0000","Mic check 1, 2","con1","geo3","geo3","America/Chicago"
MessageDTO, "6193a5042d0e65d354476164","6193a1972d0e65d35446ff28","2021-11-16T12:33:08.675+0000","Sedimentologist: Big Party Time - anyone from MAG home?","teamGeo","teamGeo","geo3","America/Chicago"
