Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "624c271a2d0e9d6c28e18dc9","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:25:14.035+0000","Sedimentologist: We're gonna need a bigger boat boiz! Comms check 14:25 GOOD MORNING","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "624c27202d0e9d6c28e18e05","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:25:20.012+0000","Comms check 14:25 GOOD MORNING BIG UP","con1","geo3","geo3","America/Chicago"
MessageDTO, "624c272c2d0e9d6c28e18e79","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:25:32.534+0000","WHAT'S UP BIG DRILL Comms check 14:25 GOOD MORNING","con2","geo3","geo3","America/Chicago"
MessageDTO, "624c277f2d0e9d6c28e192a5","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:26:55.048+0000","Materials Specialist: Hello everyone, SIRIUS team is here is ready","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "624c27d02d0e9d6c28e19832","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:28:16.129+0000","Materials Specialist: SIRIUS team here is ready*","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "624c27ed2d0e9d6c28e19a2d","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:28:45.047+0000","Martian Meteorology Specialist: SIRIUS crew is here! :)","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "624c27f12d0e9d6c28e19a73","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:28:49.024+0000","Martian Meteorology Specialist: SIRIUS crew is here! :)","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "624c27f62d0e9d6c28e19adc","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:28:54.610+0000","Martian Meteorology Specialist: SIRIUS crew is here! :)","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "624c27fc2d0e9d6c28e19b7f","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:29:00.262+0000","Martian Meteorology Specialist: SIRIUS crew is here! :)","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "624c286b2d0e9d6c28e1a6be","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:30:51.545+0000","Hi, we started","eng2","eng1","eng1","America/Chicago"
MessageDTO, "624c28712d0e9d6c28e1a7ad","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:30:57.802+0000","Hi, we started","eng3","eng1","eng1","America/Chicago"
MessageDTO, "624c28782d0e9d6c28e1a8a0","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:31:04.493+0000","Biochemical Engineer: Hi, we started","teamEng","teamEng","eng1","America/Chicago"
MessageDTO, "624c28d22d0e9d6c28e1b630","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:32:34.375+0000","Materials Specialist: we suggest 37,13","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "624c28db2d0e9d6c28e1b785","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:32:43.151+0000","Materials Specialist: what do you think?","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "624c28e92d0e9d6c28e1b9bb","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:32:57.130+0000","(37, 13) - 61% Loss, 314237.34 Available, ?122,552.5626? After Loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "624c28f22d0e9d6c28e1bb15","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:33:06.154+0000","37, 13 looking like a DECE boi","con1","geo3","geo3","America/Chicago"
MessageDTO, "624c28f72d0e9d6c28e1bbfb","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:33:11.294+0000","Sedimentologist: (37, 13) - 61% Loss, 314237.34 Available, ?122,552.5626? After Loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "624c28fd2d0e9d6c28e1bce8","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:33:17.665+0000","Sedimentologist: 37, 13 lookin' fine tbh","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "624c29212d0e9d6c28e1c266","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:33:53.534+0000","37,13","eng2","eng1","eng1","America/Chicago"
MessageDTO, "624c292b2d0e9d6c28e1c40f","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:34:03.480+0000","37,13","eng3","eng1","eng1","America/Chicago"
MessageDTO, "624c29572d0e9d6c28e1ca42","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:34:47.052+0000","Sedimentologist: (31, 30) - 56% loss, 200841.43 Available, ?88,370.2292? After loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "624c295f2d0e9d6c28e1cb74","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:34:55.332+0000","Sedimentologist: 31, 30 pretty dece too tbh","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "624c29622d0e9d6c28e1cbfd","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:34:58.855+0000","(31, 30) - 56% loss, 200841.43 Available, ?88,370.2292? After loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "624c29712d0e9d6c28e1ce0f","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:35:13.523+0000","Materials Specialist: and 31,30","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "624c29762d0e9d6c28e1ced2","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:35:18.879+0000","Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "624c297a2d0e9d6c28e1cf50","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:35:22.414+0000","31, 30 extra dece but not as dece as 37, 13","con1","geo3","geo3","America/Chicago"
MessageDTO, "624c297d2d0e9d6c28e1cfaf","624c1fb92d0e9d6c28e18b4f","2022-04-05T11:35:25.055+0000","Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?","teamConstr","teamvc","vc1","America/Chicago"
