Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "6242ecf22d0ec91e38336e7a","6242e7622d0ec91e38336b8b","2022-03-29T11:26:42.623+0000","Sedimentologist: WADDUP BOIZ WE OUT HERE IN THAT COUNTRY","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6242ee842d0ec91e38338f17","6242e7622d0ec91e38336b8b","2022-03-29T11:33:24.731+0000","Structural Geologist: 6:33 WADDUP BOIZ WE OUT HERE IN THAT OTHER COUNTRY!!!!!","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6242ee922d0ec91e383392a9","6242e7622d0ec91e38336b8b","2022-03-29T11:33:38.154+0000","Martian Terrain Specialist: Hey there! All of us are here and ready to begin.","teamvc","teamvc","vc2","America/Chicago"
MessageDTO, "6242ef0a2d0ec91e3833b463","6242e7622d0ec91e38336b8b","2022-03-29T11:35:38.744+0000","Sedimentologist: Currently dealing with some connections issues with some members of our team. FYI 14:45","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6242ef0e2d0ec91e3833b548","6242e7622d0ec91e38336b8b","2022-03-29T11:35:42.041+0000","Currently dealing with some connections issues with some members of our team. FYI 14:45","con1","geo3","geo3","America/Chicago"
MessageDTO, "6242ef162d0ec91e3833b795","6242e7622d0ec91e38336b8b","2022-03-29T11:35:50.186+0000","??????","geo3","geo1","geo1","America/Chicago"
MessageDTO, "6242ef202d0ec91e3833ba64","6242e7622d0ec91e38336b8b","2022-03-29T11:36:00.055+0000","Hi we started","eng2","eng1","eng1","America/Chicago"
MessageDTO, "6242ef262d0ec91e3833bc3e","6242e7622d0ec91e38336b8b","2022-03-29T11:36:06.032+0000","Hi we started","eng3","eng1","eng1","America/Chicago"
MessageDTO, "6242ef2b2d0ec91e3833bdc6","6242e7622d0ec91e38336b8b","2022-03-29T11:36:11.208+0000","Biochemical Engineer: Hi we started","teamEng","teamEng","eng1","America/Chicago"
MessageDTO, "6242ef512d0ec91e3833c87a","6242e7622d0ec91e38336b8b","2022-03-29T11:36:49.401+0000","Sedimentologist: AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY LMAOOOOOO","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6242eff92d0ec91e3833f7da","6242e7622d0ec91e38336b8b","2022-03-29T11:39:37.730+0000","Fluid Engineer: ok, us too","teamEng","teamEng","eng3","America/Chicago"
MessageDTO, "6242f0092d0ec91e3833fc3c","6242e7622d0ec91e38336b8b","2022-03-29T11:39:53.487+0000","Structural Geologist: 6:39 got it. hope y'all can resolve things quickly and easily!","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6242f01e2d0ec91e383401fd","6242e7622d0ec91e38336b8b","2022-03-29T11:40:14.759+0000","Structural Geologist: 6:39 we looking at points 43,20 and 35,44","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6242f0462d0ec91e38340db4","6242e7622d0ec91e38336b8b","2022-03-29T11:40:54.451+0000","Martian Meteorology Specialist: Hey there - one of our members had some log-in issues today, but it looks like we are all now good to go!\n","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "6242f0952d0ec91e38342376","6242e7622d0ec91e38336b8b","2022-03-29T11:42:13.702+0000","Sedimentologist: (16, 21) - 41% water loss, 161k available,94k available","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6242f15b2d0ec91e38345577","6242e7622d0ec91e38336b8b","2022-03-29T11:45:31.002+0000","Is there a good set of baseline options for drill brand, head, etc?","con3","con2","con2","America/Chicago"
MessageDTO, "6242f1a02d0ec91e38346778","6242e7622d0ec91e38336b8b","2022-03-29T11:46:40.633+0000","Structural Geologist: 6:46 looking at 33,47","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6242f1bb2d0ec91e38346e36","6242e7622d0ec91e38336b8b","2022-03-29T11:47:07.206+0000","Martian Terrain Specialist: Great! We're looking at 33,47","teamvc","teamvc","vc2","America/Chicago"
