Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "6295f9742d0e3c4c99cca5a0","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:12.620+0000","Sedimentologist: COMMS CHECK 14:18 LETSGOOOOOOOOO","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295f9802d0e3c4c99cca680","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:24.804+0000","COMMS CHECK 14:18","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295f9862d0e3c4c99cca6e1","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:30.081+0000","WHAT","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295f9882d0e3c4c99cca70e","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:32.321+0000","IT","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295f98a2d0e3c4c99cca735","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:34.050+0000","DO","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295f98e2d0e3c4c99cca783","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:38.301+0000","LETSGOOOOOOO","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295f99b2d0e3c4c99cca86d","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:18:51.101+0000","?????? ?????? ??????!","geo2","geo1","geo1","America/Chicago"
MessageDTO, "6295f9ac2d0e3c4c99cca9a9","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:19:08.129+0000","????? ???!","geo3","geo1","geo1","America/Chicago"
MessageDTO, "6295f9b72d0e3c4c99ccaa84","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:19:19.827+0000","fu","geo1","geo3","geo3","America/Chicago"
MessageDTO, "6295f9c72d0e3c4c99ccab99","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:19:35.027+0000","Martian Meteorology Specialist: Hello from Moscow from your Martian Meteorologist! How is everyone?! ","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "6295f9e82d0e3c4c99ccae0e","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:20:08.959+0000","?? ??????? ??????? ?? ?? ?????????","geo3","geo1","geo1","America/Chicago"
MessageDTO, "6295f9ed2d0e3c4c99ccae67","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:20:13.590+0000","Martian Meteorology Specialist: Greetings from Moscow! We are here whenever you all are ready! :","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "6295f9f82d0e3c4c99ccaf3c","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:20:24.954+0000","Hydrogeologist: Fuuuuuuu","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "6295fa112d0e3c4c99ccb101","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:20:49.873+0000","Martian Meteorology Specialist: Hello all! Moscow team is here and ready to go whenever you are :)\n","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "6295fa3e2d0e3c4c99ccb434","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:21:34.395+0000","Hydrogeologist: ??????","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "6295fa422d0e3c4c99ccb483","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:21:38.709+0000","Martian Meteorology Specialist: Hellooooo from Moscow! Let the team know whenever you all are ready! :)\n","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "6295facc2d0e3c4c99ccc007","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:23:56.534+0000","Materials Specialist: Hello eveyone","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "6295fb552d0e3c4c99cccc2b","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:26:13.840+0000","Sedimentologist: Little clarification here for those not in the know, \""fu\"" in Russian, is like \""ew\"" in English. The more you know!","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295fb932d0e3c4c99ccd23a","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:27:15.102+0000","Sedimentologist: (35, 40) - 50% loss, 181301.55 available, ?90,650.775? after loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295fb962d0e3c4c99ccd28c","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:27:18.540+0000","(35, 40) - 50% loss, 181301.55 available, ?90,650.775? after loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295fb9d2d0e3c4c99ccd35d","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:27:25.997+0000","WHAT'S UP DRILL","con2","geo3","geo3","America/Chicago"
MessageDTO, "6295fba02d0e3c4c99ccd3ad","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:27:28.936+0000","(35, 40) - 50% loss, 181301.55 available, ?90,650.775? after loss","con2","geo3","geo3","America/Chicago"
MessageDTO, "6295fbf42d0e3c4c99ccdbeb","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:28:52.371+0000","Hi, we started. 35,40","eng3","eng1","eng1","America/Chicago"
MessageDTO, "6295fc1b2d0e3c4c99ccdffc","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:29:31.652+0000","Hi, we started","eng2","eng1","eng1","America/Chicago"
MessageDTO, "6295fc932d0e3c4c99ccee68","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:31:31.609+0000","Sedimentologist: @structgeo - You're able to see if there is water in a place too, right?","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295fe022d0e3c4c99cd1d65","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:37:38.826+0000","Sedimentologist: (09, 28) - 57% loss, 305316.08 available, ?131,285.9144? after loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295fe0b2d0e3c4c99cd1f68","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:37:47.597+0000","Sedimentologist: 9, 28 is prob our top rn","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295fe132d0e3c4c99cd2127","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:37:55.110+0000","(09, 28) - 57% loss, 305316.08 available, ?131,285.9144? after loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295fe192d0e3c4c99cd22ab","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:38:01.482+0000","9, 28 is prob our top rn","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295fe212d0e3c4c99cd24c4","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:38:09.639+0000","9, 28 is prob our top rn","con2","geo3","geo3","America/Chicago"
MessageDTO, "6295fe2b2d0e3c4c99cd272e","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:38:19.611+0000","(09, 28) - 57% loss, 305316.08 available, ?131,285.9144? after loss","con2","geo3","geo3","America/Chicago"
MessageDTO, "6295fe382d0e3c4c99cd2a79","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:38:32.256+0000","Structural Geologist: zdravstvuyte, solnechniy privet iz armenii <3","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6295fe3a2d0e3c4c99cd2afe","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:38:34.216+0000","Thanks, we are starting as well","eng1","eng3","eng3","America/Chicago"
MessageDTO, "6295fe4a2d0e3c4c99cd2f05","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:38:50.193+0000","Structural Geologist: that means 'hello, a warm welcome from Armenia <3'","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6295fe612d0e3c4c99cd34e0","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:39:13.303+0000","DAMN y'all got a real jump on us this morning","geo3","con1","con1","America/Chicago"
MessageDTO, "6295fe792d0e3c4c99cd3b9a","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:39:37.551+0000","Martian Terrain Specialist: Martian terrain specialist here! Sorry I'm late!","teamvc","teamvc","vc2","America/Chicago"
MessageDTO, "6295fe7d2d0e3c4c99cd3c90","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:39:41.073+0000","some of our members are still rolling out of bed I think... 6:39am local","geo3","con1","con1","America/Chicago"
MessageDTO, "6295fe8f2d0e3c4c99cd41c9","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:39:59.193+0000","Structural Geologist: what about 15, 17?","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6295fe992d0e3c4c99cd44d8","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:09.671+0000","our mech doesn't like 35, 40 I'm afraid...","geo3","con1","con1","America/Chicago"
MessageDTO, "6295fead2d0e3c4c99cd4a27","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:29.084+0000","Structural Geologist: or 22,37\n\n","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6295feb12d0e3c4c99cd4b6e","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:33.911+0000","Operations Specialist: goooooooooooooooooooooooooooooood mornin!","teamConstr","teamConstr","con1","America/Chicago"
MessageDTO, "6295feb22d0e3c4c99cd4b85","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:34.147+0000","Drilling Specialist: hello!\n","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "6295feb82d0e3c4c99cd4d2d","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:40.248+0000","Materials Specialist: Guys where are you????","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "6295febc2d0e3c4c99cd4e5d","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:44.721+0000","Drilling Specialist: we're looking at 35,40","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "6295fec32d0e3c4c99cd5044","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:40:51.713+0000","Fluid Engineer: Great, we started a few minutes ago ","teamvc","teamEng","eng3","America/Chicago"
MessageDTO, "6295fed02d0e3c4c99cd53ae","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:41:04.833+0000","hellooooo\n","geo3","con2","con2","America/Chicago"
MessageDTO, "6295fef52d0e3c4c99cd5dde","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:41:41.093+0000","Hi, I would like to order a large WHAT'S POPPIN","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff052d0e3c4c99cd628e","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:41:57.937+0000","Sedimentologist: Whaaaaat","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295ff0d2d0e3c4c99cd6491","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:05.451+0000","Sedimentologist: Is you in armenia? ","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295ff172d0e3c4c99cd6746","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:15.378+0000","Sedimentologist: Haha, yes, that is correct","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295ff202d0e3c4c99cd69d4","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:24.449+0000","AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff2a2d0e3c4c99cd6ca9","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:34.936+0000","Building wells like it's OUR JOB tho","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff312d0e3c4c99cd6eab","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:41.991+0000","But actually, it do be in this case","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff402d0e3c4c99cd72bd","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:56.401+0000","06:39 - ouchie","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff432d0e3c4c99cd739d","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:42:59.509+0000","Materials Specialist: Hi Ashley!","teamvc","teamConstr","con3","America/Chicago"
MessageDTO, "6295ff532d0e3c4c99cd7840","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:43:15.426+0000","Literally why I'm not in the Army","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff672d0e3c4c99cd7e2e","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:43:35.698+0000","Aight, what about 9, 28?","con1","geo3","geo3","America/Chicago"
MessageDTO, "6295ff782d0e3c4c99cd82dc","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:43:52.581+0000","Sedimentologist: Checking","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6295ff842d0e3c4c99cd863c","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:44:04.718+0000","zdravstvuyte","geo1","geo2","geo2","America/Chicago"
MessageDTO, "6295ff962d0e3c4c99cd8b32","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:44:22.620+0000","na atom kompyutere net russkoy klavi po-etomu ya improviziruyu )))","geo1","geo2","geo2","America/Chicago"
MessageDTO, "6295ffb22d0e3c4c99cd92f0","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:44:50.865+0000","AYOOOOOOOOOOOOOO IT'S GO TIME","con2","geo3","geo3","America/Chicago"
MessageDTO, "6295ffb92d0e3c4c99cd9482","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:44:57.022+0000","Drilling Specialist: do we have a drill brand and head for 9.28","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "6295ffc52d0e3c4c99cd9834","6295f49b2d0e3c4c99cc9c0b","2022-05-31T11:45:09.601+0000","not in the Army anymore*","con1","geo3","geo3","America/Chicago"
