Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "627111472d0e7c5b0a826468","62710aee2d0e7c5b0a825ec4","2022-05-03T11:25:59.872+0000","Sedimentologist: WHAT'S UP Y'ALL!? WE BACK AT IT AGAIN OUT HERE IN THE ABOVE GROUND EXPERIMENTAL COMPLEX IN MOSCOW, RUSSIA. BRINGING IT TO YOU LIVE AT 14:25 MOSCOW TIME. LET'S GET READY TO RUMBLE!!!!","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6271114a2d0e7c5b0a826481","62710aee2d0e7c5b0a825ec4","2022-05-03T11:26:02.735+0000","WHAT'S UP Y'ALL!? WE BACK AT IT AGAIN OUT HERE IN THE ABOVE GROUND EXPERIMENTAL COMPLEX IN MOSCOW, RUSSIA. BRINGING IT TO YOU LIVE AT 14:25 MOSCOW TIME. LET'S GET READY TO RUMBLE!!!!","con1","geo3","geo3","America/Chicago"
MessageDTO, "6271115f2d0e7c5b0a82655d","62710aee2d0e7c5b0a825ec4","2022-05-03T11:26:23.333+0000","Sedimentologist: WHAT'S UP Y'ALL!? WE BACK AT IT AGAIN OUT HERE IN THE ABOVE GROUND EXPERIMENTAL COMPLEX IN MOSCOW, RUSSIA. BRINGING IT TO YOU LIVE AT 14:25 MOSCOW TIME. LET'S GET READY TO RUMBLE!!!!","teamvc","teamGeo","geo3","America/Chicago"
MessageDTO, "627111f32d0e7c5b0a82716d","62710aee2d0e7c5b0a825ec4","2022-05-03T11:28:51.067+0000","Martian Meteorology Specialist: Hey! Moscow team is here and ready to go! :) Let us know when you're there!","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "627111f72d0e7c5b0a8271b4","62710aee2d0e7c5b0a825ec4","2022-05-03T11:28:55.168+0000","Martian Meteorology Specialist: Hey! Moscow team is here and ready to go! :) Let us know when you're there!","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "627111fb2d0e7c5b0a827200","62710aee2d0e7c5b0a825ec4","2022-05-03T11:28:59.213+0000","Martian Meteorology Specialist: Hey! Moscow team is here and ready to go! :) Let us know when you're there!","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "6271120a2d0e7c5b0a827311","62710aee2d0e7c5b0a825ec4","2022-05-03T11:29:14.056+0000","Hydrogeologist: It's MD180!!!!! WOW WOW WOW ","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "627112252d0e7c5b0a827505","62710aee2d0e7c5b0a825ec4","2022-05-03T11:29:41.621+0000","Fuuu","con3","geo1","geo1","America/Chicago"
MessageDTO, "627113ba2d0e7c5b0a829e2c","62710aee2d0e7c5b0a825ec4","2022-05-03T11:36:26.730+0000","every project red better than the next >:)","geo3","con1","con1","America/Chicago"
MessageDTO, "627113da2d0e7c5b0a82a2c7","62710aee2d0e7c5b0a825ec4","2022-05-03T11:36:58.087+0000","special ops here reporting for duty 6:36am local off of four hours of sleep lets gooooo","geo3","con1","con1","America/Chicago"
MessageDTO, "627114162d0e7c5b0a82adb3","62710aee2d0e7c5b0a825ec4","2022-05-03T11:37:58.370+0000","We are online, down a member, and ready to go","geo3","geo2","geo2","America/Chicago"
MessageDTO, "627114cc2d0e7c5b0a82d8bc","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:00.628+0000","Biochemical Engineer: Hi, we started","teamEng","teamEng","eng1","America/Chicago"
MessageDTO, "627114d22d0e7c5b0a82da29","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:06.336+0000","Hi, we started","eng3","eng1","eng1","America/Chicago"
MessageDTO, "627114d32d0e7c5b0a82da94","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:07.893+0000","AYYYYYYYYYYYYYYYYYYYY","con1","geo3","geo3","America/Chicago"
MessageDTO, "627114d82d0e7c5b0a82dbc6","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:12.090+0000","(22, 27) - 58% loss, 318k available, ?134k after loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "627114d92d0e7c5b0a82dbf7","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:13.066+0000","Hi, we started","eng2","eng1","eng1","America/Chicago"
MessageDTO, "627114d92d0e7c5b0a82dc24","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:13.599+0000","Fluid Engineer: Hi, we're here and getting started","teamvc","teamEng","eng3","America/Chicago"
MessageDTO, "627114e02d0e7c5b0a82de09","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:20.939+0000","(35, 30) - 41% loss, 161k available, ?95k? after loss","con1","geo3","geo3","America/Chicago"
MessageDTO, "627114e52d0e7c5b0a82df52","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:25.392+0000","Sedimentologist: (35, 30) - 41% loss, 161k available, ?95k? after loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "627114ec2d0e7c5b0a82e10c","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:32.312+0000","Sedimentologist: (22, 27) - 58% loss, 318k available, ?134k after loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "627114f92d0e7c5b0a82e488","62710aee2d0e7c5b0a825ec4","2022-05-03T11:41:45.819+0000","AYOOOOOOOOOOOOOOOOOOOO WHAT UP BIG STRUCT","geo2","geo3","geo3","America/Chicago"
MessageDTO, "6271150f2d0e7c5b0a82ea31","62710aee2d0e7c5b0a825ec4","2022-05-03T11:42:07.013+0000","Martian Terrain Specialist: Let's rumble! Heads up I will be filling in for the maintenance specialist as well today since he is not here! :)","teamConstr","teamvc","vc2","America/Chicago"
MessageDTO, "627115342d0e7c5b0a82f3c1","62710aee2d0e7c5b0a825ec4","2022-05-03T11:42:44.148+0000","???????? ??? ???? ????????? ???","geo1","con3","con3","America/Chicago"
MessageDTO, "627115542d0e7c5b0a82fbfc","62710aee2d0e7c5b0a825ec4","2022-05-03T11:43:16.515+0000","Sedimentologist: WE GOT TWO MONTHS LEFT IN THE SLAMMER BOIZ","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6271157b2d0e7c5b0a83062b","62710aee2d0e7c5b0a825ec4","2022-05-03T11:43:55.570+0000","Materials Specialist: ??","teamvc","teamConstr","con3","America/Chicago"
MessageDTO, "6271159a2d0e7c5b0a830dbf","62710aee2d0e7c5b0a825ec4","2022-05-03T11:44:26.184+0000","Hi, we started as well","vc3","eng3","eng3","America/Chicago"
MessageDTO, "627115a82d0e7c5b0a831166","62710aee2d0e7c5b0a825ec4","2022-05-03T11:44:40.590+0000","yeeeeeea","con3","geo1","geo1","America/Chicago"
MessageDTO, "627115d42d0e7c5b0a831cf6","62710aee2d0e7c5b0a825ec4","2022-05-03T11:45:24.613+0000","Materials Specialist: ?????? ?????","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "627115e22d0e7c5b0a83205d","62710aee2d0e7c5b0a825ec4","2022-05-03T11:45:38.998+0000","Hydrogeologist: It's MD180!!!! Wow Wow Wow","teamvc","teamGeo","geo1","America/Chicago"
MessageDTO, "6271161a2d0e7c5b0a832e66","62710aee2d0e7c5b0a825ec4","2022-05-03T11:46:34.322+0000","We got two months left in the slammer boiz","con1","geo3","geo3","America/Chicago"
MessageDTO, "6271161e2d0e7c5b0a832f9f","62710aee2d0e7c5b0a825ec4","2022-05-03T11:46:38.912+0000","LFG","con1","geo3","geo3","America/Chicago"
MessageDTO, "6271162f2d0e7c5b0a8333b1","62710aee2d0e7c5b0a825ec4","2022-05-03T11:46:55.181+0000","Materials Specialist: ??????","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "627116392d0e7c5b0a83362b","62710aee2d0e7c5b0a825ec4","2022-05-03T11:47:05.226+0000","Materials Specialist: Hello","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "6271165e2d0e7c5b0a833f91","62710aee2d0e7c5b0a825ec4","2022-05-03T11:47:42.931+0000","Materials Specialist: we agreed on (35,30) and (22,27)","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "627116682d0e7c5b0a8341e7","62710aee2d0e7c5b0a825ec4","2022-05-03T11:47:52.120+0000","Materials Specialist: What do you think?","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "627116692d0e7c5b0a834243","62710aee2d0e7c5b0a825ec4","2022-05-03T11:47:53.626+0000","Structural Geologist: Can we check 30,34","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6271167e2d0e7c5b0a8347f4","62710aee2d0e7c5b0a825ec4","2022-05-03T11:48:14.339+0000","we're still dating around...","geo3","con1","con1","America/Chicago"
MessageDTO, "627116992d0e7c5b0a834eed","62710aee2d0e7c5b0a825ec4","2022-05-03T11:48:41.048+0000","none of these candidates are very rose-worthy yet :/","geo3","con1","con1","America/Chicago"
MessageDTO, "627116b32d0e7c5b0a8355ba","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:07.594+0000","(25, 31) - 16% Loss, 31k Available, 26k after loss","vc1","geo3","geo3","America/Chicago"
MessageDTO, "627116bd2d0e7c5b0a83584a","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:17.271+0000","(24, 37) - 83% loss, 242k available, 41k after loss","vc1","geo3","geo3","America/Chicago"
MessageDTO, "627116c42d0e7c5b0a835a4d","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:24.633+0000","(35, 30) - 41% loss, 161k available, ?95k? after loss","vc1","geo3","geo3","America/Chicago"
MessageDTO, "627116cb2d0e7c5b0a835c6b","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:31.354+0000","?? ????? ?? ??? ?????!","vc1","geo1","geo1","America/Chicago"
MessageDTO, "627116cc2d0e7c5b0a835cb4","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:32.258+0000","(22, 27) - 58% loss, 318k available, ?134k after loss","vc1","geo3","geo3","America/Chicago"
MessageDTO, "627116d32d0e7c5b0a835e7f","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:39.410+0000","(35, 47) - 64% loss, 153k available, ?55k after loss","vc1","geo3","geo3","America/Chicago"
MessageDTO, "627116d92d0e7c5b0a836032","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:45.692+0000","Materials Specialist: ??","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "627116db2d0e7c5b0a836097","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:47.139+0000","(37, 04) - 77% loss, 233k available, ?54k after loss","vc1","geo3","geo3","America/Chicago"
MessageDTO, "627116e12d0e7c5b0a836259","62710aee2d0e7c5b0a825ec4","2022-05-03T11:49:53.596+0000","damn the end really is near, huh?","geo3","con1","con1","America/Chicago"
MessageDTO, "627116f12d0e7c5b0a8366cc","62710aee2d0e7c5b0a825ec4","2022-05-03T11:50:09.391+0000","?","geo2","eng2","eng2","America/Chicago"
MessageDTO, "627116f32d0e7c5b0a836756","62710aee2d0e7c5b0a825ec4","2022-05-03T11:50:11.287+0000","how are you feeling? stockholm syndrome kick in yet?","geo3","con1","con1","America/Chicago"
MessageDTO, "6271173b2d0e7c5b0a837adc","62710aee2d0e7c5b0a825ec4","2022-05-03T11:51:23.524+0000","Drilling Specialist: we're currently also looking at 30,34\n","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "6271174d2d0e7c5b0a837fac","62710aee2d0e7c5b0a825ec4","2022-05-03T11:51:41.959+0000","Drilling Specialist: could I get the drill brand and head for all those points?","teamConstr","teamConstr","con2","America/Chicago"
MessageDTO, "627117612d0e7c5b0a838521","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:01.751+0000","?","geo1","con3","con3","America/Chicago"
MessageDTO, "6271176d2d0e7c5b0a83889c","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:13.259+0000","Martian Terrain Specialist: 30, 34 is looking pretty good on our end","teamvc","teamvc","vc2","America/Chicago"
MessageDTO, "6271177d2d0e7c5b0a838d1b","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:29.357+0000","Mechanical Engineer: Hello! We've looked at 47,8 22,27 35,30 and 30,34. So far our best point is 30,34 for everyone over here","teamvc","teamEng","eng2","America/Chicago"
MessageDTO, "6271178a2d0e7c5b0a8390cb","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:42.991+0000","?","geo2","eng2","eng2","America/Chicago"
MessageDTO, "627117932d0e7c5b0a839314","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:51.533+0000",":) ","con3","geo1","geo1","America/Chicago"
MessageDTO, "627117952d0e7c5b0a8393b9","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:53.590+0000","30, 34 seems to be our collective best option at the moment","geo3","con1","con1","America/Chicago"
MessageDTO, "627117952d0e7c5b0a8393cc","62710aee2d0e7c5b0a825ec4","2022-05-03T11:52:53.822+0000","?","geo2","eng2","eng2","America/Chicago"
MessageDTO, "627117a62d0e7c5b0a83984c","62710aee2d0e7c5b0a825ec4","2022-05-03T11:53:10.659+0000","Sedimentologist: (30, 34) - 55% loss, 276k available, ?124,170.1425?","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "627117af2d0e7c5b0a839ac0","62710aee2d0e7c5b0a825ec4","2022-05-03T11:53:19.170+0000","Sedimentologist: (30, 34) looks great on our end!","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "627117bf2d0e7c5b0a839edf","62710aee2d0e7c5b0a825ec4","2022-05-03T11:53:35.149+0000","Y'all's point (30, 34) - 55% loss, 276k available, ?124,170.1425?","con1","geo3","geo3","America/Chicago"
MessageDTO, "627117c32d0e7c5b0a83a009","62710aee2d0e7c5b0a825ec4","2022-05-03T11:53:39.536+0000","It's pretty good","con1","geo3","geo3","America/Chicago"
MessageDTO, "627117c72d0e7c5b0a83a120","62710aee2d0e7c5b0a825ec4","2022-05-03T11:53:43.739+0000","??","eng2","con3","con3","America/Chicago"
MessageDTO, "627117cc2d0e7c5b0a83a249","62710aee2d0e7c5b0a825ec4","2022-05-03T11:53:48.104+0000","?","geo2","eng2","eng2","America/Chicago"
