Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "61740fcd2d0e830d06f15dbb","61740c3d2d0e830d06f1263a","2021-10-23T13:36:13.847+0000","Sedimentologist: Anybody home?\n","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6174100f2d0e830d06f162fc","61740c3d2d0e830d06f1263a","2021-10-23T13:37:19.162+0000","Sedimentologist: Mic check 1-2","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "617418182d0e830d06f1eb34","61740c3d2d0e830d06f1263a","2021-10-23T14:11:36.653+0000","We cannot calculate the terrain cost. Any tips?","eng3","vc2","vc2","America/Chicago"
MessageDTO, "61741fa42d0e830d06f25f10","61741a722d0e830d06f2034e","2021-10-23T14:43:48.996+0000","hello - this is fluid engineering.","eng1","eng3","eng3","America/Chicago"
MessageDTO, "617420242d0e830d06f26b4c","61741a722d0e830d06f2034e","2021-10-23T14:45:56.074+0000","Hello/zdravstvuyte\n","geo1","geo2","geo2","America/Chicago"
MessageDTO, "617421cb2d0e830d06f2956d","61741a722d0e830d06f2034e","2021-10-23T14:52:59.875+0000","Sedimentologist: Comms Check - please acknowledge","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "617421d82d0e830d06f2971e","61741a722d0e830d06f2034e","2021-10-23T14:53:12.746+0000","Structural Geologist: Hello\nZdravstvuyte\n","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "617421ef2d0e830d06f29a22","61741a722d0e830d06f2034e","2021-10-23T14:53:35.063+0000","can you confirm you have received our message?","eng1","eng3","eng3","America/Chicago"
MessageDTO, "617422082d0e830d06f29df4","61741a722d0e830d06f2034e","2021-10-23T14:54:00.904+0000","Sedimentologist: Privet! Excellent. ","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6174223b2d0e830d06f2a681","61741a722d0e830d06f2034e","2021-10-23T14:54:51.493+0000","Hydrogeologist: Hello!\n","teamGeo","teamGeo","geo1","America/Chicago"
MessageDTO, "617422702d0e830d06f2b05c","61741a722d0e830d06f2034e","2021-10-23T14:55:44.211+0000","Sedimentologist: Our team is currently readjusting our communications and will CM shortly. Glad we have a connection here!","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "617422702d0e830d06f2b065","61741a722d0e830d06f2034e","2021-10-23T14:55:44.632+0000","Martian Terrain Specialist: Hello from Chicago!","teamvc","teamvc","vc2","America/Chicago"
MessageDTO, "617422822d0e830d06f2b410","61741a722d0e830d06f2034e","2021-10-23T14:56:02.711+0000","starting\n","eng3","eng1","eng1","America/Chicago"
MessageDTO, "617422922d0e830d06f2b727","61741a722d0e830d06f2034e","2021-10-23T14:56:18.394+0000","Hello from Chicago!","vc1","vc2","vc2","America/Chicago"
MessageDTO, "617422972d0e830d06f2b82b","61741a722d0e830d06f2034e","2021-10-23T14:56:23.149+0000","hello","con2","con1","con1","America/Chicago"
MessageDTO, "617422972d0e830d06f2b82e","61741a722d0e830d06f2034e","2021-10-23T14:56:23.176+0000","Structural Geologist: what does CM mean?","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "6174229b2d0e830d06f2b916","61741a722d0e830d06f2034e","2021-10-23T14:56:27.785+0000","hello","con3","con1","con1","America/Chicago"
MessageDTO, "617422aa2d0e830d06f2bbff","61741a722d0e830d06f2034e","2021-10-23T14:56:42.236+0000","Hey, this is the northwestern team! \n","vc1","vc3","vc3","America/Chicago"
MessageDTO, "617422bf2d0e830d06f2c052","61741a722d0e830d06f2034e","2021-10-23T14:57:03.646+0000","Hello! This is the Mechanical Engineering team making contact\n","eng1","eng2","eng2","America/Chicago"
MessageDTO, "617422d32d0e830d06f2c449","61741a722d0e830d06f2034e","2021-10-23T14:57:23.440+0000","Martian Meteorology Specialist: Hello there! Greetings from Moscow!\n","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "617422df2d0e830d06f2c6c2","61741a722d0e830d06f2034e","2021-10-23T14:57:35.610+0000","currently we are just waiting on Geology to decide on a location - then others will get started fulfilling their roles.","eng1","eng3","eng3","America/Chicago"
MessageDTO, "617422f02d0e830d06f2ca33","61741a722d0e830d06f2034e","2021-10-23T14:57:52.818+0000","Hello! This is the Martian meteorology specialist from over in Moscow!","vc3","vc1","vc1","America/Chicago"
MessageDTO, "617422ff2d0e830d06f2cd32","61741a722d0e830d06f2034e","2021-10-23T14:58:07.372+0000","Hello from Moscow! :) Glad we're not connected!\n","vc2","vc1","vc1","America/Chicago"
MessageDTO, "617423292d0e830d06f2d5c0","61741a722d0e830d06f2034e","2021-10-23T14:58:49.663+0000","we're NOW*** connected","vc2","vc1","vc1","America/Chicago"
MessageDTO, "6174234a2d0e830d06f2dcab","61741a722d0e830d06f2034e","2021-10-23T14:59:22.990+0000","Nice to meet you :) ","vc1","vc3","vc3","America/Chicago"
MessageDTO, "617423552d0e830d06f2deea","61741a722d0e830d06f2034e","2021-10-23T14:59:33.844+0000","from Chicago","con2","con1","con1","America/Chicago"
MessageDTO, "6174235c2d0e830d06f2e038","61741a722d0e830d06f2034e","2021-10-23T14:59:40.354+0000","from chicago","con3","con1","con1","America/Chicago"
MessageDTO, "6174237e2d0e830d06f2e729","61741a722d0e830d06f2034e","2021-10-23T15:00:14.432+0000","Glad we're connected! Nice to meet you. How are you doing?","vc1","vc2","vc2","America/Chicago"
MessageDTO, "6174239b2d0e830d06f2ed03","61741a722d0e830d06f2034e","2021-10-23T15:00:43.035+0000","Sedimentologist: Sorry - Continue Mission*\n","teamGeo","teamGeo","geo3","America/Chicago"
