Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "6202611f2d0e0f3669257e0c","620258fb2d0e0f36692574d6","2022-02-08T12:25:03.895+0000","Sedimentologist: What's up team, it's a boi, the Sedimentologist - back at it again with the points. We out here in MOSCOW, RUSSIA ready to GET DOWN TO BUSINESS. 15:25","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "620261392d0e0f3669258061","620258fb2d0e0f36692574d6","2022-02-08T12:25:29.716+0000","What's up Big Ops!? We are out here ready to literally conquer Mars. 15:25","con1","geo3","geo3","America/Chicago"
MessageDTO, "620261462d0e0f366925814a","620258fb2d0e0f36692574d6","2022-02-08T12:25:42.088+0000","Martian Meteorology Specialist: Hey Team! We're ready to rock and roll over here in Moscow! ","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "620261492d0e0f3669258187","620258fb2d0e0f36692574d6","2022-02-08T12:25:45.373+0000","Materials Specialist: Hello Chicago team, SIRIUS crew is ready to start","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "6202615f2d0e0f3669258337","620258fb2d0e0f36692574d6","2022-02-08T12:26:07.257+0000","Hello and good morning Big Drill - hope y'all are doing well and your day is starting off right by WINNING on Mars. 15:26","con2","geo3","geo3","America/Chicago"
MessageDTO, "620261872d0e0f366925873e","620258fb2d0e0f36692574d6","2022-02-08T12:26:47.970+0000","Martian Meteorology Specialist: Greetings! We're ready to rock and roll over here in Moscow! Send us a message when you're ready! ","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "620261902d0e0f366925882e","620258fb2d0e0f36692574d6","2022-02-08T12:26:56.270+0000","Martian Meteorology Specialist: Greetings! We're ready to rock and roll over here in Moscow! Send us a message when you're ready! ","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "620261c92d0e0f3669258db2","620258fb2d0e0f36692574d6","2022-02-08T12:27:53.576+0000","Martian Meteorology Specialist: Greetings! We're ready to rock and roll over here in Moscow! Send us a message when you're ready! ","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "620262182d0e0f366925954c","620258fb2d0e0f36692574d6","2022-02-08T12:29:12.784+0000","Sedimentologist: (30, 35) - (+++++) OK, 161408.51 Available, ?95,231.0209? After loss","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "6202621e2d0e0f36692595e6","620258fb2d0e0f36692574d6","2022-02-08T12:29:18.983+0000","(30, 35) - (+++++) OK, 161408.51 Available, ?95,231.0209? After loss","con2","geo3","geo3","America/Chicago"
