Type_MessageDTO,_id,session,creationDateTime,content,recipient,sender,sentOnBehalfOf,timeZone
MessageDTO, "61efec452d0ed5174fa328f8","61efe8f52d0ed5174fa32887","2022-01-25T12:25:41.844+0000","Sedimentologist: 15:25 It is comms check time my dudes","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "61efec5d2d0ed5174fa3297b","61efe8f52d0ed5174fa32887","2022-01-25T12:26:05.766+0000","15:25 The time is 15:25 - it is not time for that real real comms check all day. Let's get this bread.","con1","geo3","geo3","America/Chicago"
MessageDTO, "61efec682d0ed5174fa329de","61efe8f52d0ed5174fa32887","2022-01-25T12:26:16.241+0000","it is now*\n","con1","geo3","geo3","America/Chicago"
MessageDTO, "61efec802d0ed5174fa32b37","61efe8f52d0ed5174fa32887","2022-01-25T12:26:40.999+0000","Sedimentologist: 15:26 only real geologi boiz will get this one","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "61efecad2d0ed5174fa32dda","61efe8f52d0ed5174fa32887","2022-01-25T12:27:25.219+0000","Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :)","teamvc","teamvc","vc1","America/Chicago"
MessageDTO, "61efecb12d0ed5174fa32e3a","61efe8f52d0ed5174fa32887","2022-01-25T12:27:29.840+0000","Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :)","teamConstr","teamvc","vc1","America/Chicago"
MessageDTO, "61efecb92d0ed5174fa32ec6","61efe8f52d0ed5174fa32887","2022-01-25T12:27:37.472+0000","Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :)","teamEng","teamvc","vc1","America/Chicago"
MessageDTO, "61efecc62d0ed5174fa32fde","61efe8f52d0ed5174fa32887","2022-01-25T12:27:50.840+0000","Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :)","teamGeo","teamvc","vc1","America/Chicago"
MessageDTO, "61efece72d0ed5174fa332d0","61efe8f52d0ed5174fa32887","2022-01-25T12:28:23.773+0000","Materials Specialist: Hello everyone,","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "61efee562d0ed5174fa35abb","61efe8f52d0ed5174fa32887","2022-01-25T12:34:30.375+0000","Materials Specialist: most of us here agreed on (22,32) what do you think?","teamConstr","teamConstr","con3","America/Chicago"
MessageDTO, "61efee5f2d0ed5174fa35c34","61efe8f52d0ed5174fa32887","2022-01-25T12:34:39.555+0000","Structural Geologist: 6:34 GOOOOOOD MORNING FELLOW ROCK ENTHUSIASTS!!!!!!!! COMMS CHECK RECEIVED. ESKETITTTT","teamGeo","teamGeo","geo2","America/Chicago"
MessageDTO, "61efee762d0ed5174fa36035","61efe8f52d0ed5174fa32887","2022-01-25T12:35:02.211+0000","Sedimentologist: (22, 32) - (++++-) OK, 326587.02, ?120,837.1974?","teamGeo","teamGeo","geo3","America/Chicago"
MessageDTO, "61efee822d0ed5174fa3623d","61efe8f52d0ed5174fa32887","2022-01-25T12:35:14.147+0000","Sedimentologist: Looks pretty dece @ 22, 32 for us","teamGeo","teamGeo","geo3","America/Chicago"
