session,event_order,sender,receiver,sender_dialog
2102,2,Ashley,Will,statement
2102,3,Will,Igor,question
2102,5,Ashley,Igor,statement
2102,7,Will,Katya,question
2102,9,Ashley,Saleh,statement
2102,10,Saleh,Will,statement
2102,11,Will,Igor,statement
2102,13,Oleg,Ashley,question
2102,14,Ashley,Will,question
2102,15,Will,Ashley,disruption
2102,16,Ashley,Igor,floor-grabber
2102,18,Will,Ashley,statement
2102,19,Ashley,Igor,question
2102,21,Saleh,Igor,statement
2102,23,Vika,Ashley,question
2102,24,Ashley,Vika,question
2102,25,Vika,Oleg,statement
2102,26,Oleg,Vika,statement
2102,27,Vika,Igor,question
2102,29,Saleh,Vika,statement
2102,30,Vika,Igor,question
2102,33,Will,Igor,statement
2102,35,Vika,Will,statement
2102,36,Will,Vika,statement
2102,37,Vika,Igor,statement
2102,39,Vika,Igor,floor-grabber
2102,41,Vika,Igor,question
2102,43,Vika,Will,statement
2102,44,Will,Vika,statement
2102,45,Vika,Igor,statement
2102,47,Will,Ashley,statement
2102,48,Ashley,Will,statement
2102,49,Will,Vika,statement
2102,50,Vika,Will,statement
2102,51,Will,Igor,statement
2102,53,Vika,Ashley,statement
2102,54,Ashley,Vika,question
2102,55,Vika,Will,question
2102,56,Will,Vika,statement
2102,57,Vika,Ashley,statement
2102,58,Ashley,Will,backchannel
2102,59,Will,Vika,statement
2102,60,Vika,Will,statement
2102,61,Will,Igor,floor-grabber
2102,63,Ashley,Will,floor-grabber
2102,64,Will,Vika,statement
2102,65,Vika,All,statement
2102,67,Vika,Igor,statement
2102,69,Vika,Igor,question
2102,71,Will,Igor,statement
2102,73,Ashley,Igor,statement
2102,75,Saleh,Igor,floor-grabber
2102,77,Will,Saleh,question
2102,78,Saleh,Oleg,statement
2102,79,Oleg,Katya,question
2102,81,Will,Katya,statement
2102,83,Will,Saleh,statement
2102,84,Saleh,Igor,statement
2102,86,Will,Saleh,statement
2102,87,Saleh,Igor,statement
2102,89,Saleh,Will,statement
2102,90,Will,Igor,statement
2102,92,Ashley,Vika,disruption
2102,93,Vika,Igor,statement
2102,95,Ashley,Will,backchannel
2102,96,Will,Oleg,statement
2102,97,Oleg,Ashley,floor-grabber
2102,98,Ashley,Will,statement
2102,99,Will,Oleg,statement
2102,100,Oleg,Igor,disruption
2102,102,Vika,Igor,statement
2102,104,Will,Igor,statement
2102,107,Saleh,Ashley,statement
2102,108,Ashley,Will,statement
2102,109,Will,Vika,statement
2102,110,Vika,Igor,question
2102,113,Will,Ashley,statement
2102,114,Ashley,Vika,statement
2102,115,Vika,Will,statement
2102,116,Will,Igor,statement
2102,118,Will,Saleh,disruption
2102,119,Saleh,Will,statement
2102,120,Will,Ashley,statement
2102,121,Ashley,Will,statement
2102,122,Will,Ashley,statement
2102,123,Ashley,Will,statement
2102,124,Will,Igor,question
2102,126,Saleh,Igor,statement
2102,128,Ashley,Igor,statement
2102,130,Oleg,Igor,question
2102,132,Saleh,Igor,statement
2102,134,Will,Igor,statement
2102,136,Will,Igor,question
2102,138,Saleh,Igor,question
2102,140,Vika,Saleh,question
2102,141,Saleh,Will,statement
2102,142,Will,Ashley,statement
2102,143,Ashley,Will,statement
2102,144,Will,Igor,statement
2102,146,Ashley,Saleh,backchannel
2102,147,Saleh,Igor,statement
2102,149,Ashley,Vika,backchannel
2102,150,Vika,Oleg,backchannel
2102,151,Oleg,Saleh,statement
2102,152,Saleh,Will,floor-grabber
2102,153,Will,Saleh,floor-grabber
2102,154,Saleh,Igor,statement
2102,156,Oleg,Igor,statement
2102,158,Ashley,Igor,statement
2102,160,Ashley,Igor,statement
2102,162,Will,Ashley,floor-grabber
2102,163,Ashley,Will,backchannel
2102,164,Will,Saleh,question
2102,165,Saleh,Ashley,statement
2102,166,Ashley,Igor,floor-grabber
2102,168,Ashley,Will,statement
2102,169,Will,Ashley,question
2102,170,Ashley,Saleh,statement
2102,171,Saleh,Will,backchannel
2102,172,Will,Igor,question
2102,174,Will,Will,statement
2102,175,Will,Igor,backchannel
2102,177,Will,Saleh,statement
2102,178,Saleh,Igor,statement
2102,180,Saleh,Igor,statement
2102,182,Saleh,Igor,backchannel
2102,184,Ashley,Will,backchannel
2102,185,Will,Igor,statement
2102,187,Saleh,Igor,statement
2102,189,Vika,Oleg,statement
2102,190,Oleg,Katya,question
2102,192,Vika,Katya,statement
2102,194,Will,Igor,statement
2102,196,Vika,Katya,floor-grabber
2102,199,Will,Ashley,statement
2102,200,Ashley,Igor,statement
2102,202,Will,Igor,question
2102,204,Will,Igor,statement
2102,207,Will,Igor,statement
2102,209,Vika,Igor,statement
2102,211,Will,Vika,question
2102,212,Vika,Igor,statement
2102,214,Will,Vika,statement
2102,215,Vika,Will,question
2102,216,Will,Vika,disruption
2102,217,Vika,Igor,question
2102,221,Saleh,Saleh,statement
2102,222,Saleh,Igor,floor-grabber
2102,224,Saleh,Will,statement
2102,225,Will,Igor,question
2102,227,Will,Igor,statement
2102,229,Vika,Igor,question
2102,231,Vika,Igor,statement
2102,234,Vika,Igor,question
2102,236,Vika,Katya,statement
2102,239,Oleg,Vika,statement
2102,240,Vika,Oleg,statement
2102,241,Oleg,Will,statement
2102,242,Will,Igor,statement
2102,244,Vika,Saleh,floor-grabber
2102,245,Saleh,Will,statement
2102,246,Will,Saleh,disruption
2102,247,Saleh,Ashley,statement
2102,248,Ashley,Saleh,statement
2102,249,Saleh,Vika,statement
2102,250,Vika,Will,statement
2102,251,Will,Ashley,statement
2102,252,Ashley,Saleh,statement
2102,253,Saleh,Will,statement
2102,254,Will,Igor,statement
2102,256,Ashley,Will,statement
2102,257,Will,Igor,floor-grabber
2102,259,Will,Igor,statement
2102,261,Saleh,Will,statement
2102,262,Will,Ashley,statement
2102,263,Ashley,Igor,statement
2102,265,Will,Ashley,statement
2102,266,Ashley,Will,floor-grabber
2102,267,Will,Ashley,statement
2102,268,Ashley,Will,floor-grabber
2102,269,Will,Igor,statement
2102,271,Saleh,Ashley,statement
2102,272,Ashley,Vika,statement
2102,273,Vika,Ashley,statement
2102,274,Ashley,Will,floor-grabber
2102,275,Will,Katya,statement
2102,280,Saleh,Igor,statement
2102,282,Will,Ashley,statement
2102,283,Ashley,Will,statement
2102,284,Will,Ashley,statement
2102,285,Ashley,Will,statement
2102,286,Will,Igor,statement
2102,288,Will,Oleg,statement
2102,289,Oleg,Vika,statement
2102,290,Vika,Vika,statement
2102,291,Vika,Igor,floor-grabber
2102,293,Ashley,Will,statement
2102,294,Will,Ashley,statement
2102,295,Ashley,Igor,question
2102,298,Ashley,Katya,statement
2102,301,Ashley,Katya,statement
2102,303,Will,Ashley,statement
2102,304,Ashley,Vika,statement
2102,305,Vika,Vika,disruption
2102,306,Vika,Igor,question
2102,308,Vika,Will,statement
2102,309,Will,Oleg,statement
2102,310,Oleg,Igor,statement
2102,312,Ashley,Oleg,statement
2102,313,Oleg,Igor,statement
2102,317,Oleg,Katya,statement
2102,319,Will,Oleg,statement
2102,320,Oleg,Igor,statement
2102,323,Will,Katya,statement
2102,326,Will,Vika,backchannel
2102,327,Vika,Will,statement
2102,328,Will,Will,question
2102,329,Will,Vika,statement
2102,330,Vika,Igor,statement
2102,332,Ashley,Will,statement
2102,333,Will,Vika,statement
2102,334,Vika,Will,statement
2102,335,Will,Saleh,statement
2102,336,Saleh,Ashley,floor-grabber
2102,337,Ashley,Will,statement
2102,338,Will,Ashley,statement
2102,339,Ashley,Igor,statement
2102,341,Ashley,Vika,statement
2102,342,Vika,Ashley,statement
2102,343,Ashley,Vika,disruption
2102,344,Vika,Oleg,statement
2102,345,Oleg,Will,statement
2102,346,Will,Vika,question
2102,347,Vika,Will,statement
2102,348,Will,Vika,statement
2102,349,Vika,Will,statement
2102,350,Will,Vika,statement
2102,351,Vika,Vika,question
2102,352,Vika,Igor,statement
2102,354,Vika,Will,statement
2102,355,Will,Saleh,statement
2102,356,Saleh,Will,statement
2102,357,Will,Igor,statement
2102,359,Vika,Will,statement
2102,360,Will,Will,statement
2102,361,Will,Oleg,statement
2102,362,Oleg,Igor,question
2102,364,Oleg,Igor,question
2102,366,Oleg,Igor,disruption
2102,368,Will,Igor,statement
2102,371,Oleg,Will,statement
2102,372,Will,Vika,disruption
2102,373,Vika,Oleg,question
2102,374,Oleg,Oleg,statement
2102,375,Oleg,Vika,statement
2102,376,Vika,Oleg,statement
2102,377,Oleg,Vika,question
2102,378,Vika,Will,statement
2102,379,Will,Oleg,statement
2102,380,Oleg,Katya,statement
2102,385,Oleg,Igor,question
2102,387,Vika,Will,statement
2102,388,Will,Igor,statement
2102,390,Will,Igor,statement
2102,392,Will,Katya,statement
2102,397,Vika,Igor,statement
2102,399,Will,Ashley,floor-grabber
2102,400,Ashley,Igor,statement
2102,402,Ashley,Vika,statement
2102,403,Vika,Igor,statement
2102,406,Oleg,Igor,question
2102,408,Oleg,Igor,statement
2102,411,Oleg,Igor,statement
2102,413,Vika,Oleg,question
2102,414,Oleg,Ashley,statement
2102,415,Ashley,Vika,statement
2102,416,Vika,Katya,statement
2102,420,Will,Igor,question
2102,422,Will,Oleg,statement
2102,423,Oleg,Oleg,statement
2102,424,Oleg,Katya,disruption
2102,426,Ashley,Will,statement
2102,427,Will,Vika,statement
2102,428,Vika,Will,question
2102,429,Will,Vika,statement
2102,430,Vika,Will,statement
2102,431,Will,Saleh,statement
2102,432,Saleh,Ashley,statement
2102,433,Ashley,Will,backchannel
2102,434,Will,Oleg,backchannel
2102,435,Oleg,Katya,question
2102,437,Will,Oleg,statement
2102,438,Oleg,Vika,statement
2102,439,Vika,Oleg,statement
2102,440,Oleg,Will,floor-grabber
2102,441,Will,Will,statement
2102,442,Will,Vika,statement
2102,443,Vika,Oleg,statement
2102,444,Oleg,Oleg,statement
2102,445,Oleg,Ashley,disruption
2102,446,Ashley,Will,question
2102,447,Will,Oleg,statement
2102,448,Oleg,Will,statement
2102,449,Will,Oleg,statement
2102,450,Oleg,Katya,statement
2102,452,Oleg,Katya,disruption
2102,454,Saleh,Ashley,statement
2102,455,Ashley,Oleg,statement
2102,456,Oleg,Saleh,statement
2102,457,Saleh,Katya,statement
2102,459,Oleg,Oleg,statement
2102,460,Oleg,Vika,statement
2102,461,Vika,Oleg,statement
2102,462,Oleg,Oleg,question
2102,463,Oleg,Ashley,question
2102,464,Ashley,Oleg,question
2102,465,Oleg,Will,statement
2102,466,Will,Vika,statement
2102,467,Vika,Oleg,statement
2102,468,Oleg,Katya,statement
2102,470,Oleg,Oleg,statement
2102,471,Oleg,Saleh,disruption
2102,472,Saleh,Saleh,statement
2102,473,Saleh,Ashley,question
2102,474,Ashley,Igor,statement
2102,476,Saleh,Igor,question
2102,478,Saleh,Igor,floor-grabber
2102,480,Saleh,Ashley,statement
2102,481,Ashley,Saleh,question
2102,482,Saleh,Ashley,statement
2102,483,Ashley,Igor,statement
2102,485,Saleh,Ashley,statement
2102,486,Ashley,Saleh,statement
2102,487,Saleh,Ashley,statement
2102,488,Ashley,Igor,statement
2102,490,Saleh,Katya,backchannel
2102,492,Saleh,Katya,statement
2102,495,Oleg,Oleg,statement
2102,496,Oleg,Ashley,floor-grabber
2102,497,Ashley,Oleg,statement
2102,498,Oleg,Saleh,statement
2102,499,Saleh,Oleg,statement
2102,500,Oleg,Will,question
2102,501,Will,Oleg,statement
2102,502,Oleg,Ashley,statement
2102,503,Ashley,Oleg,statement
2102,504,Oleg,Will,statement
2102,505,Will,Will,floor-grabber
2102,506,Will,Oleg,disruption
2102,507,Oleg,Igor,statement
2102,510,Will,Oleg,statement
2102,511,Oleg,Saleh,statement
2102,512,Saleh,Igor,disruption
2102,514,Saleh,Vika,statement
2102,515,Vika,Oleg,question
2102,516,Oleg,Saleh,statement
2102,517,Saleh,Ashley,statement
2102,518,Ashley,Vika,statement
2102,519,Vika,Oleg,statement
2102,520,Oleg,Vika,statement
2102,521,Vika,Will,statement
2102,522,Will,Oleg,statement
2102,523,Oleg,Vika,question
2102,524,Vika,Oleg,statement
2102,525,Oleg,Saleh,statement
2102,526,Saleh,Saleh,statement
2102,527,Saleh,Igor,question
2102,529,Vika,Ashley,statement
2102,530,Ashley,Igor,floor-grabber
2102,532,Will,Igor,statement
2102,534,Vika,Will,statement
2102,535,Will,Vika,statement
2102,536,Vika,Will,question
2102,537,Will,Vika,statement
2102,538,Vika,Katya,question
2102,540,Oleg,Vika,statement
2102,541,Vika,Oleg,statement
2102,542,Oleg,Vika,disruption
2102,543,Vika,Oleg,statement
2102,544,Oleg,Will,statement
2102,545,Will,Oleg,statement
2102,546,Oleg,Vika,statement
2102,547,Vika,Will,statement
2102,548,Will,Katya,disruption
2102,550,Will,Vika,statement
2102,551,Vika,Will,floor-grabber
2102,552,Will,Oleg,statement
2102,553,Oleg,Vika,disruption
2102,554,Vika,Vika,statement
2102,555,Vika,Oleg,statement
2102,556,Oleg,Katya,statement
2102,558,Vika,Oleg,statement
2102,559,Oleg,Oleg,statement
2102,560,Oleg,Katya,statement
2102,562,Oleg,Oleg,statement
2102,563,Oleg,Oleg,statement
2102,564,Oleg,Saleh,statement
2102,565,Saleh,Oleg,statement
2102,566,Oleg,Vika,question
2102,567,Vika,Saleh,statement
2102,568,Saleh,Will,statement
2102,569,Will,Oleg,question
2102,570,Oleg,Saleh,statement
2102,571,Saleh,Oleg,statement
2102,572,Oleg,Saleh,question
2102,573,Saleh,Oleg,statement
2102,574,Oleg,Katya,floor-grabber
2102,576,Oleg,Oleg,statement
2102,577,Oleg,Oleg,statement
2102,578,Oleg,Katya,statement
2102,580,Oleg,Will,floor-grabber
2102,581,Will,Ashley,statement
2102,582,Ashley,Will,statement
2102,583,Will,Saleh,statement
2102,584,Saleh,Vika,statement
2102,585,Vika,Will,question
2102,586,Will,Saleh,statement
2102,587,Saleh,Will,statement
2102,588,Will,Igor,question
2102,591,Ashley,Igor,statement
2102,593,Vika,Will,statement
2102,594,Will,Igor,statement
2102,596,Oleg,Igor,question
2102,598,Oleg,Katya,question
2102,601,Will,Oleg,question
2102,602,Oleg,Igor,question
2102,604,Saleh,Igor,question
2102,606,Will,Igor,question
2102,608,Will,Igor,statement
2102,610,Vika,Igor,floor-grabber
2102,613,Vika,Igor,statement
2102,615,Ashley,Oleg,statement
2102,616,Oleg,Igor,statement
2102,618,Oleg,Ashley,question
2102,619,Ashley,Igor,statement
2102,622,Oleg,Saleh,statement
2102,623,Saleh,Oleg,statement
2102,624,Oleg,Igor,statement
2102,627,Vika,Igor,statement
2102,629,Saleh,Oleg,statement
2102,630,Oleg,Vika,statement
2102,631,Vika,Katya,statement
2102,640,Oleg,Igor,question
2102,642,Oleg,Igor,statement
2102,646,Oleg,Oleg,statement
2102,647,Oleg,Igor,statement
2102,649,Oleg,Oleg,statement
2102,650,Oleg,Oleg,statement
2102,651,Oleg,Igor,statement
2102,653,Oleg,Igor,question
2102,655,Oleg,Igor,statement
2102,657,Oleg,Oleg,statement
2102,658,Oleg,Igor,disruption
2102,660,Oleg,Igor,statement
2102,662,Oleg,Igor,disruption
2102,664,Will,Igor,statement
2102,666,Will,Igor,statement
2102,668,Will,Will,statement
2102,669,Will,Oleg,floor-grabber
2102,670,Oleg,Will,statement
2102,671,Will,Katya,statement
2102,673,Will,Saleh,statement
2102,674,Saleh,Igor,question
2102,676,Will,Igor,question
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,backchannel
2103,NA,Ashley,Katya,statement
2103,NA,Vika,Will,statement
2103,NA,Will,Vika,question
2103,NA,Vika,Ashley,question
2103,NA,Ashley,Vika,question
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Ashley,backchannel
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Ashley,question
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Ashley,statement
2103,NA,Ashley,Will,question
2103,NA,Will,Oleg,question
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Saleh,floor-grabber
2103,NA,Saleh,Ashley,question
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Saleh,statement
2103,NA,Saleh,Ashley,question
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,All,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Oleg,question
2103,NA,Oleg,Will,question
2103,NA,Will,Vika,statement
2103,NA,Vika,Saleh,statement
2103,NA,Saleh,Ashley,question
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Ashley,floor-grabber
2103,NA,Ashley,Vika,backchannel
2103,NA,Vika,Katya,statement
2103,NA,Vika,Saleh,question
2103,NA,Saleh,Vika,question
2103,NA,Vika,Katya,statement
2103,NA,Vika,Katya,statement
2103,NA,Vika,Katya,statement
2103,NA,Vika,Katya,backchannel
2103,NA,Oleg,Katya,statement
2103,NA,Will,Vika,question
2103,NA,Vika,Katya,statement
2103,NA,Vika,Katya,statement
2103,NA,Oleg,Vika,question
2103,NA,Vika,Katya,statement
2103,NA,Oleg,Vika,question
2103,NA,Vika,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Oleg,Katya,statement
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Vika,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Katya,question
2103,NA,Saleh,Ashley,disruption
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Katya,disruption
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Will,disruption
2103,NA,Will,Katya,question
2103,NA,Oleg,Will,statement
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Will,disruption
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Will,question
2103,NA,Will,Katya,statement
2103,NA,Vika,Katya,statement
2103,NA,Oleg,Katya,question
2103,NA,Oleg,Katya,statement
2103,NA,Oleg,Will,statement
2103,NA,Will,Katya,statement
2103,NA,Oleg,Will,statement
2103,NA,Will,Ashley,backchannel
2103,NA,Ashley,Oleg,question
2103,NA,Oleg,Katya,statement
2103,NA,Will,Ashley,backchannel
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Will,Katya,question
2103,NA,Oleg,Katya,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Oleg,backchannel
2103,NA,Oleg,Saleh,floor-grabber
2103,NA,Saleh,Katya,question
2103,NA,Ashley,Katya,statement
2103,NA,Vika,Katya,statement
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Will,statement
2103,NA,Will,Katya,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Katya,question
2103,NA,Vika,Katya,statement
2103,NA,Vika,Katya,statement
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Vika,Saleh,statement
2103,NA,Saleh,Ashley,statement
2103,NA,Ashley,Saleh,question
2103,NA,Saleh,Will,statement
2103,NA,Will,Saleh,question
2103,NA,Saleh,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Vika,Will,statement
2103,NA,Will,Saleh,statement
2103,NA,Saleh,Katya,question
2103,NA,Vika,Katya,floor-grabber
2103,NA,Will,Will,statement
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Saleh,question
2103,NA,Saleh,Will,statement
2103,NA,Will,Saleh,statement
2103,NA,Saleh,Katya,question
2103,NA,Oleg,Saleh,statement
2103,NA,Saleh,Katya,statement
2103,NA,Oleg,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Katya,question
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Vika,disruption
2103,NA,Vika,Oleg,question
2103,NA,Oleg,Katya,disruption
2103,NA,Oleg,Katya,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Oleg,question
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Oleg,question
2103,NA,Oleg,Ashley,disruption
2103,NA,Ashley,Oleg,question
2103,NA,Oleg,Katya,statement
2103,NA,Saleh,Oleg,statement
2103,NA,Oleg,Saleh,statement
2103,NA,Saleh,Oleg,disruption
2103,NA,Oleg,Will,statement
2103,NA,Will,Katya,floor-grabber
2103,NA,Saleh,Will,backchannel
2103,NA,Will,Katya,question
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Ashley,question
2103,NA,Ashley,Vika,backchannel
2103,NA,Vika,Katya,floor-grabber
2103,NA,Vika,Oleg,question
2103,NA,Oleg,Saleh,statement
2103,NA,Saleh,Will,statement
2103,NA,Will,Saleh,question
2103,NA,Saleh,Oleg,question
2103,NA,Oleg,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Oleg,Katya,statement
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Ashley,disruption
2103,NA,Ashley,Vika,floor-grabber
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Ashley,floor-grabber
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,question
2103,NA,Ashley,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Katya,statement
2103,NA,Ashley,Saleh,question
2103,NA,Saleh,Will,question
2103,NA,Will,Katya,statement
2103,NA,Will,Oleg,question
2103,NA,Oleg,Ashley,question
2103,NA,Ashley,Saleh,floor-grabber
2103,NA,Saleh,Oleg,question
2103,NA,Oleg,Will,disruption
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,question
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,question
2103,NA,Will,Ashley,floor-grabber
2103,NA,Ashley,Katya,question
2103,NA,Will,Katya,question
2103,NA,Will,Oleg,floor-grabber
2103,NA,Oleg,Will,backchannel
2103,NA,Will,Ashley,floor-grabber
2103,NA,Ashley,Will,backchannel
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,backchannel
2103,NA,Will,Ashley,question
2103,NA,Ashley,Will,statement
2103,NA,Will,Oleg,question
2103,NA,Oleg,Will,disruption
2103,NA,Will,Oleg,question
2103,NA,Oleg,Will,statement
2103,NA,Will,Vika,question
2103,NA,Vika,Will,statement
2103,NA,Will,Katya,question
2103,NA,Vika,Katya,statement
2103,NA,Will,Ashley,question
2103,NA,Ashley,Saleh,floor-grabber
2103,NA,Saleh,Katya,question
2103,NA,Will,Vika,statement
2103,NA,Vika,Ashley,floor-grabber
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,question
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Katya,question
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Ashley,question
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Ashley,question
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Oleg,question
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Saleh,statement
2103,NA,Saleh,Ashley,question
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,floor-grabber
2103,NA,Will,Vika,question
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Ashley,statement
2103,NA,Ashley,Saleh,statement
2103,NA,Saleh,Ashley,backchannel
2103,NA,Ashley,Saleh,statement
2103,NA,Saleh,Ashley,statement
2103,NA,Ashley,Saleh,question
2103,NA,Saleh,Katya,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Will,statement
2103,NA,Will,Vika,question
2103,NA,Vika,Will,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Will,disruption
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Oleg,Vika,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Will,question
2103,NA,Will,Katya,statement
2103,NA,Will,Katya,statement
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Will,statement
2103,NA,Will,Ashley,question
2103,NA,Ashley,Will,question
2103,NA,Will,Vika,statement
2103,NA,Vika,Katya,backchannel
2103,NA,Will,Saleh,question
2103,NA,Saleh,Ashley,backchannel
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,disruption
2103,NA,Will,Saleh,statement
2103,NA,Saleh,Will,statement
2103,NA,Will,Ashley,question
2103,NA,Ashley,Will,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Will,statement
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Katya,backchannel
2103,NA,Oleg,Katya,statement
2103,NA,Oleg,Katya,statement
2103,NA,Oleg,Katya,statement
2103,NA,Oleg,Vika,question
2103,NA,Vika,Vika,floor-grabber
2103,NA,Vika,Will,statement
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Will,question
2103,NA,Will,Vika,statement
2103,NA,Vika,Ashley,statement
2103,NA,Ashley,Will,floor-grabber
2103,NA,Will,Vika,question
2103,NA,Vika,Will,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Ashley,Vika,disruption
2103,NA,Vika,Will,statement
2103,NA,Will,Ashley,question
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Ashley,question
2103,NA,Ashley,Vika,statement
2103,NA,Vika,Saleh,statement
2103,NA,Saleh,Vika,question
2103,NA,Vika,Will,statement
2103,NA,Will,Saleh,floor-grabber
2103,NA,Saleh,Vika,question
2103,NA,Vika,Saleh,statement
2103,NA,Saleh,Vika,question
2103,NA,Vika,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Will,floor-grabber
2103,NA,Will,Vika,statement
2103,NA,Vika,Ashley,question
2103,NA,Ashley,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Will,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Katya,statement
2103,NA,Will,Will,statement
2103,NA,Will,Vika,statement
2103,NA,Vika,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Saleh,statement
2103,NA,Saleh,Katya,statement
2103,NA,Ashley,Will,statement
2103,NA,Will,Katya,statement
2103,NA,Oleg,Katya,statement
2103,NA,Will,Ashley,statement
2103,NA,Ashley,Ashley,statement
2103,NA,Ashley,Katya,statement
2103,NA,Will,Oleg,statement
2103,NA,Oleg,Ashley,question
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Ashley,statement
2103,NA,Ashley,Saleh,statement
2103,NA,Saleh,Ashley,backchannel
2103,NA,Ashley,Oleg,statement
2103,NA,Oleg,Will,statement
2103,NA,Will,Oleg,question
