session,sender,receiver,sender_dialog
2102,Ashley,Will,statement
2102,Ashley,Saleh,statement
2102,Saleh,Will,statement
2102,Oleg,Ashley,question
2102,Ashley,Will,question
2102,Will,Ashley,disruption
2102,Will,Ashley,statement
2102,Vika,Ashley,question
2102,Ashley,Vika,question
2102,Vika,Oleg,statement
2102,Oleg,Vika,statement
2102,Saleh,Vika,statement
2102,Vika,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,statement
2102,Will,Vika,statement
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,statement
2102,Vika,Ashley,statement
2102,Ashley,Vika,question
2102,Vika,Will,question
2102,Will,Vika,statement
2102,Vika,Ashley,statement
2102,Ashley,Will,backchannel
2102,Will,Vika,statement
2102,Vika,Will,statement
2102,Ashley,Will,floor-grabber
2102,Will,Vika,statement
2102,Will,Saleh,question
2102,Saleh,Oleg,statement
2102,Will,Saleh,statement
2102,Will,Saleh,statement
2102,Saleh,Will,statement
2102,Ashley,Vika,disruption
2102,Ashley,Will,backchannel
2102,Will,Oleg,statement
2102,Oleg,Ashley,floor-grabber
2102,Ashley,Will,statement
2102,Will,Oleg,statement
2102,Saleh,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Vika,statement
2102,Will,Ashley,statement
2102,Ashley,Vika,statement
2102,Vika,Will,statement
2102,Will,Saleh,disruption
2102,Saleh,Will,statement
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Vika,Saleh,question
2102,Saleh,Will,statement
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Ashley,Saleh,backchannel
2102,Ashley,Vika,backchannel
2102,Vika,Oleg,backchannel
2102,Oleg,Saleh,statement
2102,Saleh,Will,floor-grabber
2102,Will,Saleh,floor-grabber
2102,Will,Ashley,floor-grabber
2102,Ashley,Will,backchannel
2102,Will,Saleh,question
2102,Saleh,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Ashley,question
2102,Ashley,Saleh,statement
2102,Saleh,Will,backchannel
2102,Will,Will,statement
2102,Will,Saleh,statement
2102,Ashley,Will,backchannel
2102,Vika,Oleg,statement
2102,Will,Ashley,statement
2102,Will,Vika,question
2102,Will,Vika,statement
2102,Vika,Will,question
2102,Will,Vika,disruption
2102,Saleh,Saleh,statement
2102,Saleh,Will,statement
2102,Oleg,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Will,statement
2102,Vika,Saleh,floor-grabber
2102,Saleh,Will,statement
2102,Will,Saleh,disruption
2102,Saleh,Ashley,statement
2102,Ashley,Saleh,statement
2102,Saleh,Vika,statement
2102,Vika,Will,statement
2102,Will,Ashley,statement
2102,Ashley,Saleh,statement
2102,Saleh,Will,statement
2102,Ashley,Will,statement
2102,Saleh,Will,statement
2102,Will,Ashley,statement
2102,Will,Ashley,statement
2102,Ashley,Will,floor-grabber
2102,Will,Ashley,statement
2102,Ashley,Will,floor-grabber
2102,Saleh,Ashley,statement
2102,Ashley,Vika,statement
2102,Vika,Ashley,statement
2102,Ashley,Will,floor-grabber
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Oleg,statement
2102,Oleg,Vika,statement
2102,Vika,Vika,statement
2102,Ashley,Will,statement
2102,Will,Ashley,statement
2102,Will,Ashley,statement
2102,Ashley,Vika,statement
2102,Vika,Vika,disruption
2102,Vika,Will,statement
2102,Will,Oleg,statement
2102,Ashley,Oleg,statement
2102,Will,Oleg,statement
2102,Will,Vika,backchannel
2102,Vika,Will,statement
2102,Will,Will,question
2102,Will,Vika,statement
2102,Ashley,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,statement
2102,Will,Saleh,statement
2102,Saleh,Ashley,floor-grabber
2102,Ashley,Will,statement
2102,Will,Ashley,statement
2102,Ashley,Vika,statement
2102,Vika,Ashley,statement
2102,Ashley,Vika,disruption
2102,Vika,Oleg,statement
2102,Oleg,Will,statement
2102,Will,Vika,question
2102,Vika,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,statement
2102,Will,Vika,statement
2102,Vika,Vika,question
2102,Vika,Will,statement
2102,Will,Saleh,statement
2102,Saleh,Will,statement
2102,Vika,Will,statement
2102,Will,Will,statement
2102,Will,Oleg,statement
2102,Oleg,Will,statement
2102,Will,Vika,disruption
2102,Vika,Oleg,question
2102,Oleg,Oleg,statement
2102,Oleg,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Vika,question
2102,Vika,Will,statement
2102,Will,Oleg,statement
2102,Vika,Will,statement
2102,Will,Ashley,floor-grabber
2102,Ashley,Vika,statement
2102,Vika,Oleg,question
2102,Oleg,Ashley,statement
2102,Ashley,Vika,statement
2102,Will,Oleg,statement
2102,Oleg,Oleg,statement
2102,Ashley,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,question
2102,Will,Vika,statement
2102,Vika,Will,statement
2102,Will,Saleh,statement
2102,Saleh,Ashley,statement
2102,Ashley,Will,backchannel
2102,Will,Oleg,backchannel
2102,Will,Oleg,statement
2102,Oleg,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Will,floor-grabber
2102,Will,Will,statement
2102,Will,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Ashley,disruption
2102,Ashley,Will,question
2102,Will,Oleg,statement
2102,Oleg,Will,statement
2102,Will,Oleg,statement
2102,Saleh,Ashley,statement
2102,Ashley,Oleg,statement
2102,Oleg,Saleh,statement
2102,Oleg,Oleg,statement
2102,Oleg,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Oleg,question
2102,Oleg,Ashley,question
2102,Ashley,Oleg,question
2102,Oleg,Will,statement
2102,Will,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Saleh,disruption
2102,Saleh,Saleh,statement
2102,Saleh,Ashley,question
2102,Saleh,Ashley,statement
2102,Ashley,Saleh,question
2102,Saleh,Ashley,statement
2102,Saleh,Ashley,statement
2102,Ashley,Saleh,statement
2102,Saleh,Ashley,statement
2102,Oleg,Oleg,statement
2102,Oleg,Ashley,floor-grabber
2102,Ashley,Oleg,statement
2102,Oleg,Saleh,statement
2102,Saleh,Oleg,statement
2102,Oleg,Will,question
2102,Will,Oleg,statement
2102,Oleg,Ashley,statement
2102,Ashley,Oleg,statement
2102,Oleg,Will,statement
2102,Will,Will,floor-grabber
2102,Will,Oleg,disruption
2102,Will,Oleg,statement
2102,Oleg,Saleh,statement
2102,Saleh,Vika,statement
2102,Vika,Oleg,question
2102,Oleg,Saleh,statement
2102,Saleh,Ashley,statement
2102,Ashley,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Vika,statement
2102,Vika,Will,statement
2102,Will,Oleg,statement
2102,Oleg,Vika,question
2102,Vika,Oleg,statement
2102,Oleg,Saleh,statement
2102,Saleh,Saleh,statement
2102,Vika,Ashley,statement
2102,Vika,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,question
2102,Will,Vika,statement
2102,Oleg,Vika,statement
2102,Vika,Oleg,statement
2102,Oleg,Vika,disruption
2102,Vika,Oleg,statement
2102,Oleg,Will,statement
2102,Will,Oleg,statement
2102,Oleg,Vika,statement
2102,Vika,Will,statement
2102,Will,Vika,statement
2102,Vika,Will,floor-grabber
2102,Will,Oleg,statement
2102,Oleg,Vika,disruption
2102,Vika,Vika,statement
2102,Vika,Oleg,statement
2102,Vika,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Saleh,statement
2102,Saleh,Oleg,statement
2102,Oleg,Vika,question
2102,Vika,Saleh,statement
2102,Saleh,Will,statement
2102,Will,Oleg,question
2102,Oleg,Saleh,statement
2102,Saleh,Oleg,statement
2102,Oleg,Saleh,question
2102,Saleh,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Will,floor-grabber
2102,Will,Ashley,statement
2102,Ashley,Will,statement
2102,Will,Saleh,statement
2102,Saleh,Vika,statement
2102,Vika,Will,question
2102,Will,Saleh,statement
2102,Saleh,Will,statement
2102,Vika,Will,statement
2102,Will,Oleg,question
2102,Ashley,Oleg,statement
2102,Oleg,Ashley,question
2102,Oleg,Saleh,statement
2102,Saleh,Oleg,statement
2102,Saleh,Oleg,statement
2102,Oleg,Vika,statement
2102,Oleg,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Oleg,statement
2102,Oleg,Oleg,statement
2102,Will,Will,statement
2102,Will,Oleg,floor-grabber
2102,Oleg,Will,statement
2102,Will,Saleh,statement
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,backchannel
2103,Vika,Will,statement
2103,Will,Vika,question
2103,Vika,Ashley,question
2103,Ashley,Vika,question
2103,Vika,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Ashley,backchannel
2103,Ashley,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Ashley,statement
2103,Ashley,Will,question
2103,Will,Oleg,question
2103,Oleg,Ashley,statement
2103,Ashley,Saleh,floor-grabber
2103,Saleh,Ashley,question
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Saleh,statement
2103,Saleh,Ashley,question
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Oleg,question
2103,Oleg,Will,question
2103,Will,Vika,statement
2103,Vika,Saleh,statement
2103,Saleh,Ashley,question
2103,Ashley,Vika,statement
2103,Vika,Ashley,floor-grabber
2103,Ashley,Vika,backchannel
2103,Vika,Saleh,question
2103,Saleh,Vika,question
2103,Will,Vika,question
2103,Oleg,Vika,question
2103,Oleg,Vika,question
2103,Vika,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Vika,statement
2103,Vika,Oleg,statement
2103,Saleh,Ashley,disruption
2103,Ashley,Oleg,statement
2103,Ashley,Oleg,statement
2103,Oleg,Will,disruption
2103,Oleg,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,disruption
2103,Will,Oleg,statement
2103,Oleg,Will,question
2103,Oleg,Will,statement
2103,Oleg,Will,statement
2103,Will,Ashley,backchannel
2103,Ashley,Oleg,question
2103,Will,Ashley,backchannel
2103,Ashley,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Vika,statement
2103,Oleg,Vika,statement
2103,Vika,Oleg,backchannel
2103,Oleg,Saleh,floor-grabber
2103,Oleg,Vika,statement
2103,Vika,Will,statement
2103,Vika,Oleg,statement
2103,Ashley,Vika,statement
2103,Vika,Saleh,statement
2103,Saleh,Ashley,statement
2103,Ashley,Saleh,question
2103,Saleh,Will,statement
2103,Will,Saleh,question
2103,Saleh,Vika,statement
2103,Vika,Will,statement
2103,Will,Saleh,statement
2103,Will,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Saleh,question
2103,Saleh,Will,statement
2103,Will,Saleh,statement
2103,Oleg,Saleh,statement
2103,Oleg,Will,statement
2103,Will,Ashley,statement
2103,Oleg,Vika,statement
2103,Vika,Vika,disruption
2103,Vika,Oleg,question
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,question
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,question
2103,Oleg,Ashley,disruption
2103,Ashley,Oleg,question
2103,Saleh,Oleg,statement
2103,Oleg,Saleh,statement
2103,Saleh,Oleg,disruption
2103,Oleg,Will,statement
2103,Saleh,Will,backchannel
2103,Vika,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Ashley,question
2103,Ashley,Vika,backchannel
2103,Vika,Oleg,question
2103,Oleg,Saleh,statement
2103,Saleh,Will,statement
2103,Will,Saleh,question
2103,Saleh,Oleg,question
2103,Oleg,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Vika,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Vika,statement
2103,Vika,Ashley,disruption
2103,Ashley,Vika,floor-grabber
2103,Vika,Oleg,statement
2103,Oleg,Ashley,floor-grabber
2103,Ashley,Will,statement
2103,Will,Ashley,question
2103,Ashley,Ashley,statement
2103,Ashley,Oleg,statement
2103,Ashley,Saleh,question
2103,Saleh,Will,question
2103,Will,Oleg,question
2103,Oleg,Ashley,question
2103,Ashley,Saleh,floor-grabber
2103,Saleh,Oleg,question
2103,Oleg,Will,disruption
2103,Will,Ashley,statement
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Ashley,Will,question
2103,Will,Ashley,floor-grabber
2103,Will,Oleg,floor-grabber
2103,Oleg,Will,backchannel
2103,Will,Ashley,floor-grabber
2103,Ashley,Will,backchannel
2103,Will,Ashley,statement
2103,Ashley,Will,backchannel
2103,Will,Ashley,question
2103,Ashley,Will,statement
2103,Will,Oleg,question
2103,Oleg,Will,disruption
2103,Will,Oleg,question
2103,Oleg,Will,statement
2103,Will,Vika,question
2103,Vika,Will,statement
2103,Will,Ashley,question
2103,Ashley,Saleh,floor-grabber
2103,Will,Vika,statement
2103,Vika,Ashley,floor-grabber
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Ashley,question
2103,Ashley,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Ashley,question
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,question
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Saleh,statement
2103,Saleh,Ashley,question
2103,Ashley,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,floor-grabber
2103,Will,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Ashley,statement
2103,Ashley,Saleh,statement
2103,Saleh,Ashley,backchannel
2103,Ashley,Saleh,statement
2103,Saleh,Ashley,statement
2103,Ashley,Saleh,question
2103,Will,Vika,statement
2103,Vika,Will,statement
2103,Will,Vika,question
2103,Vika,Will,statement
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Will,disruption
2103,Will,Ashley,statement
2103,Oleg,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Will,question
2103,Vika,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Will,statement
2103,Will,Ashley,question
2103,Ashley,Will,question
2103,Will,Vika,statement
2103,Will,Saleh,question
2103,Saleh,Ashley,backchannel
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,disruption
2103,Will,Saleh,statement
2103,Saleh,Will,statement
2103,Will,Ashley,question
2103,Ashley,Will,statement
2103,Will,Vika,statement
2103,Vika,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Vika,question
2103,Vika,Vika,floor-grabber
2103,Vika,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,question
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Will,floor-grabber
2103,Will,Vika,question
2103,Vika,Will,statement
2103,Will,Vika,statement
2103,Ashley,Vika,disruption
2103,Vika,Will,statement
2103,Will,Ashley,question
2103,Ashley,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Vika,statement
2103,Vika,Saleh,statement
2103,Saleh,Vika,question
2103,Vika,Will,statement
2103,Will,Saleh,floor-grabber
2103,Saleh,Vika,question
2103,Vika,Saleh,statement
2103,Saleh,Vika,question
2103,Vika,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Will,floor-grabber
2103,Will,Vika,statement
2103,Vika,Ashley,question
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Vika,statement
2103,Will,Will,statement
2103,Will,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Saleh,statement
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Ashley,statement
2103,Will,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Saleh,statement
2103,Saleh,Ashley,backchannel
2103,Ashley,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Oleg,question
2103,Oleg,Will,statement
2103,Will,Will,backchannel
2103,Will,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Will,Ashley,statement
2103,Ashley,Vika,statement
2103,Will,Ashley,statement
2103,Will,Vika,question
2103,Vika,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Vika,question
2103,Vika,Ashley,statement
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Will,question
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Ashley,statement
2103,Oleg,Oleg,floor-grabber
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Oleg,floor-grabber
2103,Oleg,Vika,statement
2103,Vika,Will,statement
2103,Will,Ashley,question
2103,Ashley,Will,floor-grabber
2103,Will,Oleg,statement
2103,Oleg,Saleh,statement
2103,Saleh,Ashley,question
2103,Will,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Will,question
2103,Will,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Saleh,floor-grabber
2103,Saleh,Will,floor-grabber
2103,Ashley,Will,statement
2103,Will,Vika,question
2103,Vika,Will,statement
2103,Will,Vika,question
2103,Vika,Ashley,backchannel
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Ashley,Vika,backchannel
2103,Vika,Oleg,statement
2103,Oleg,Will,floor-grabber
2103,Will,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Saleh,question
2103,Saleh,Vika,question
2103,Vika,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Saleh,floor-grabber
2103,Saleh,Will,question
2103,Will,Ashley,disruption
2103,Ashley,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Ashley,statement
2103,Will,Oleg,statement
2103,Vika,Oleg,question
2103,Oleg,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Oleg,question
2103,Oleg,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Ashley,floor-grabber
2103,Ashley,Will,disruption
2103,Will,Oleg,question
2103,Oleg,Will,question
2103,Will,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Vika,question
2103,Vika,Saleh,disruption
2103,Saleh,Vika,question
2103,Vika,Saleh,disruption
2103,Saleh,Will,question
2103,Will,Saleh,statement
2103,Saleh,Vika,statement
2103,Vika,Saleh,question
2103,Saleh,Will,question
2103,Will,Will,statement
2103,Will,Saleh,statement
2103,Saleh,Ashley,statement
2103,Ashley,Saleh,question
2103,Saleh,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Vika,floor-grabber
2103,Vika,Vika,question
2103,Vika,Will,statement
2103,Will,Vika,question
2103,Vika,Will,question
2103,Will,Vika,floor-grabber
2103,Vika,Saleh,floor-grabber
2103,Saleh,Will,question
2103,Will,Vika,statement
2103,Vika,Will,statement
2103,Will,Vika,floor-grabber
2103,Vika,Will,statement
2103,Will,Vika,statement
2103,Vika,Oleg,statement
2103,Vika,Oleg,question
2103,Oleg,Will,floor-grabber
2103,Will,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Oleg,question
2103,Oleg,Will,floor-grabber
2103,Will,Ashley,question
2103,Ashley,Will,disruption
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Oleg,disruption
2103,Oleg,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Saleh,disruption
2103,Saleh,Ashley,backchannel
2103,Ashley,Saleh,question
2103,Saleh,Ashley,question
2103,Ashley,Saleh,statement
2103,Saleh,Ashley,question
2103,Ashley,Saleh,statement
2103,Saleh,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Vika,floor-grabber
2103,Saleh,Saleh,statement
2103,Will,Vika,statement
2103,Will,Saleh,statement
2103,Saleh,Ashley,question
2103,Ashley,Vika,question
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Will,question
2103,Will,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Oleg,question
2103,Oleg,Will,floor-grabber
2103,Vika,Oleg,floor-grabber
2103,Oleg,Vika,question
2103,Vika,Will,statement
2103,Will,Saleh,statement
2103,Saleh,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Saleh,question
2103,Saleh,Will,question
2103,Will,Vika,statement
2103,Vika,Saleh,statement
2103,Saleh,Will,question
2103,Will,Saleh,question
2103,Saleh,Will,floor-grabber
2103,Will,Saleh,statement
2103,Saleh,Will,question
2103,Will,Saleh,statement
2103,Saleh,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,question
2103,Will,Oleg,statement
2103,Oleg,Will,question
2103,Will,Oleg,question
2103,Vika,Oleg,backchannel
2103,Oleg,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,question
2103,Will,Vika,disruption
2103,Vika,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Will,statement
2103,Oleg,Will,question
2103,Will,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Vika,statement
2103,Vika,Will,statement
2103,Will,Vika,question
2103,Vika,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Ashley,statement
2103,Ashley,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Vika,question
2103,Vika,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Oleg,backchannel
2103,Oleg,Vika,statement
2103,Vika,Oleg,question
2103,Oleg,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Oleg,disruption
2103,Saleh,Will,question
2103,Will,Saleh,question
2103,Ashley,Oleg,statement
2103,Oleg,Saleh,statement
2103,Saleh,Oleg,disruption
2103,Oleg,Will,statement
2103,Will,Oleg,question
2103,Oleg,Will,statement
2103,Will,Ashley,statement
2103,Will,Vika,statement
2103,Vika,Will,statement
2103,Will,Ashley,statement
2103,Will,Ashley,statement
2103,Ashley,Will,backchannel
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Oleg,Oleg,floor-grabber
2103,Oleg,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Will,Ashley,disruption
2103,Ashley,Will,statement
2103,Will,Will,statement
2103,Will,Vika,statement
2103,Oleg,Vika,statement
2103,Vika,Ashley,backchannel
2103,Vika,Oleg,statement
2103,Vika,Oleg,statement
2103,Oleg,Will,statement
2103,Ashley,Oleg,question
2103,Ashley,Oleg,question
2103,Oleg,Ashley,statement
2103,Ashley,Ashley,floor-grabber
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Ashley,statement
2103,Will,Ashley,question
2103,Ashley,Will,floor-grabber
2103,Will,Ashley,statement
2103,Ashley,Will,floor-grabber
2103,Will,Saleh,statement
2103,Oleg,Vika,statement
2103,Vika,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Saleh,question
2103,Saleh,Ashley,statement
2103,Ashley,Will,question
2103,Vika,Will,question
2103,Oleg,Will,backchannel
2103,Will,Oleg,question
2103,Oleg,Will,statement
2103,Will,Vika,question
2103,Vika,Will,statement
2103,Ashley,Will,question
2103,Will,Oleg,statement
2103,Oleg,Ashley,statement
2103,Ashley,Will,question
2103,Will,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Ashley,question
2103,Saleh,Oleg,statement
2103,Oleg,Vika,question
2103,Vika,Ashley,question
2103,Ashley,Saleh,statement
2103,Will,Oleg,floor-grabber
2103,Oleg,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Will,question
2103,Will,Ashley,statement
2103,Ashley,Will,question
2103,Will,Saleh,statement
2103,Saleh,Will,question
2103,Will,Ashley,statement
2103,Ashley,Oleg,question
2103,Oleg,Will,question
2103,Will,Will,question
2103,Will,Oleg,statement
2103,Oleg,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Vika,floor-grabber
2103,Will,Oleg,floor-grabber
2103,Ashley,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Will,Ashley,floor-grabber
2103,Ashley,Will,statement
2103,Will,Ashley,disruption
2103,Ashley,Will,statement
2103,Will,Ashley,floor-grabber
2103,Ashley,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Oleg,question
2103,Oleg,Will,floor-grabber
2103,Will,Will,statement
2103,Will,Oleg,statement
2103,Will,Oleg,statement
2103,Oleg,Will,statement
2103,Will,Oleg,statement
2103,Will,Oleg,statement
2103,Ashley,Oleg,statement
2103,Oleg,Ashley,question
2103,Ashley,Will,statement
2103,Will,Oleg,statement
2103,Oleg,Will,floor-grabber
2103,Will,Ashley,statement
2103,Ashley,Oleg,floor-grabber
2103,Oleg,Ashley,statement
2103,Ashley,Will,statement
2103,Ashley,Saleh,floor-grabber
2103,Saleh,Will,question
2103,Saleh,Vika,question
2103,Vika,Will,statement
2103,Will,Saleh,statement
2103,Saleh,Will,question
2103,Will,Saleh,statement
2103,Ashley,Will,question
2103,Will,Saleh,statement
2103,Saleh,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Will,disruption
2103,Will,Ashley,statement
2103,Ashley,Will,statement
2103,Ashley,Vika,question
2103,Ashley,Will,disruption
2103,Will,Ashley,statement
2103,Ashley,Will,question
2103,Will,Ashley,statement
2103,Ashley,Vika,question
2103,Vika,Will,statement
2103,Oleg,Will,question
2103,Ashley,Oleg,question
2103,Oleg,Will,floor-grabber
2103,Will,Saleh,statement
2103,Saleh,Oleg,statement
2103,Saleh,Will,statement
2103,Will,Vika,question
2103,Vika,Oleg,statement
2103,Oleg,Saleh,statement
2103,Saleh,Vika,statement
2103,Vika,Ashley,statement
2103,Ashley,Vika,question
2103,Vika,Will,statement
2103,Will,Ashley,statement
2103,Ashley,Oleg,statement
2103,Oleg,Oleg,statement
2103,Oleg,Vika,statement
2103,Vika,Vika,statement
2103,Vika,Ashley,statement
